740020349,Helsingborg Borgholmsgatan,56.047365,12.728479,1283,6475609,1521629
740020350,Östra Ryd Eke,58.403107,16.175121,0582,6217518,1308680
740020355,Helsingborg Majgatan,56.047876,12.734540,1283,6549722,1460506
740020356,Hallsberg Östra Storgatan 26,59.067145,15.116672,1861,6462214,1541056
740020360,Gusum E22 Syntorp vägkors,58.281470,16.504994,0563,6308778,1423645
740020361,Alvesta Riksdagsmannagården,56.899386,14.552163,0764,6308930,1423727
740020362,Alvesta Folkets hus,56.900765,14.553462,0764,6290741,1446466
740020363,Ingelstad kyrkan,56.740628,14.930406,0780,6214532,1308632
740020367,Helsingborg Wallisgatan,56.021077,12.735899,1283,6214342,1309091
740020368,Helsingborg Brunnsparksskolan,56.019556,12.743384,1283,7094724,1693825
740020369,Vännäs Umevägen,63.905798,19.754714,2460,7204997,1717401
740020370,Boliden väg 95,64.878007,20.395474,2482,7258738,1521625
740020371,Slussfors E12,65.430028,16.270797,2421,7410008,1781305
740020374,Lansjärv E10 norra infarten,66.658467,22.173704,2513,7324408,1804609
740020375,Jämtön E4,65.874066,22.490798,2580,7322403,1796426
740020377,Råneå Norra byn,65.863894,22.308077,2580,6571087,1544584
740020378,Ärla kyrka,59.258427,16.586737,0484,6756546,1368564
740020379,Limedsforsen Konsum,60.903540,13.382909,2023,6214451,1309542
740020380,Helsingborg Ramlösa brunn,56.020713,12.750529,1283,6928466,1434512
740020381,Rätan,62.462268,14.535903,2326,6215631,1309256
740020384,Helsingborg Luntertungatan,56.031182,12.745111,1283,6309652,1418383
740020386,Norra Råsen,56.906337,14.465552,0764,6215686,1308890
740020387,Helsingborg Brunnsberga,56.031530,12.739209,1283,6215652,1308476
740020388,Helsingborg Björkliden,56.031060,12.732602,1283,7093380,1742366
740020389,Norrfjärden,63.863508,20.737793,2409,6492804,1254260
740020390,Gläborgs gård,58.488743,11.590192,1430,6215944,1307673
740020391,Helsingborg Närlunda,56.033357,12.719532,1283,6348786,1539456
740020392,Oskarshamn Gotlandsterminalen,57.263244,16.459090,0882,6200949,1330272
740020393,Svalöv Prästgårdsvägen,55.907367,13.091067,1214,6216139,1307642
740020394,Helsingborg Närlunda Norra,56.035093,12.718895,1283,6216704,1307500
740020398,Helsingborg Faktorsgatan,56.040104,12.716215,1283,6218093,1308474
740020399,Helsingborg Filbornaskolan,56.052951,12.730828,1283,6217903,1308342
740020400,Helsingborg Skaragatan,56.051194,12.728848,1283,6217852,1308217
740020401,Helsingborg Rosengården C,56.050686,12.726882,1283,6218042,1307994
740020402,Helsingborg Billingegatan,56.052301,12.723172,1283,6217998,1307685
740020403,Helsingborg Åstorpsgatan,56.051783,12.718251,1283,6215743,1307628
740020410,Helsingborg Rågångsgatan Ö,56.031536,12.718955,1283,6222286,1305996
740020411,Helsingborg Kungshult,56.089556,12.688079,1283,6220346,1306574
740020416,Helsingborg Pålsjö kyrkogård,56.072392,12.698753,1283,6220212,1306221
740020417,Helsingborg Pålsjö Östra,56.071048,12.693190,1283,6219756,1306172
740020419,Helsingborg Pålsjö Park,56.066939,12.692734,1283,6222378,1309994
740020423,Väla Park,56.091985,12.752148,1283,6218278,1306666
740020424,Helsingborg Mäster Jacobs gata,56.053884,12.701720,1283,6218048,1306547
740020425,Helsingborg Slottshöjden,56.051773,12.699979,1283,6220474,1307172
740020426,Helsingborg Västra Berga skola,56.073781,12.708249,1283,6212562,1309602
740020427,Helsingborg Sigurd Rings gata,56.003795,12.752827,1283,6221512,1305954
740020428,Helsingborg Maria Park,56.082598,12.687967,1283,6216879,1307940
740020432,Helsingborg Ystadsgatan,56.041849,12.723139,1283,6216702,1308204
740020434,Helsingborg Grännagatan,56.040368,12.727495,1283,6216634,1308442
740020435,Helsingborg Söderköpingsgatan,56.039853,12.731357,1283,6216420,1308924
740020436,Helsingborg Syréngatan,56.038126,12.739232,1283,6216446,1309335
740020437,Helsingborg Ultunagatan,56.038523,12.745797,1283,6216829,1309686
740020439,Helsingborg Lördagsgatan,56.042097,12.751149,1283,6216816,1309311
740020440,Helsingborg S. Hunnetorpsvägen,56.041832,12.745150,1283,6217181,1309378
740020441,Helsingborg Adolfsberg,56.045132,12.745964,1283,6222040,1306433
740020442,Helsingborg Flohemsvägen,56.087527,12.695267,1283,6218455,1305612
740020443,Helsingborg Margaretaplatsen,56.055044,12.684700,1283,6219016,1305462
740020445,Helsingborg Skeppet,56.060015,12.681889,1283,6219336,1305362
740020446,Helsingborg Johan Banérs gata,56.062844,12.680054,1283,6220527,1310336
740020452,Helsingborg Granitgatan,56.075521,12.758947,1283,6218858,1306426
740020454,Helsingborg Gullandersgatan,56.058988,12.697455,1283,6219508,1306591
740020458,Helsingborg Hammarbergsgatan,56.064884,12.699630,1283,6219515,1306666
740020459,Helsingborg Ringstorpsplatsen,56.064977,12.700828,1283,7087938,1719415
740020461,Umeå Busstation,63.829981,20.264746,2480,6446244,1265359
740020464,Stenunge väg,58.077853,11.827143,1415,6447640,1245085
740020465,Tången,58.079169,11.482985,1421,6212652,1313190
740020466,Bårslöv Gamla nyckeln,56.006012,12.810198,1283,6217778,1306584
740020472,Helsingborg Slottsvångsskolan,56.049366,12.700766,1283,6719444,1391548
740020476,Yttermalung E16,60.577722,13.826745,2023,6399076,1268001
740020480,Frölunda Positivgatan,57.656726,11.917722,1480,6404850,1271567
740020483,Göteborg Nils Ericsonterminal,57.710275,11.971856,1480,6233436,1316938
740020485,Hotell Erikslund,56.193874,12.855965,1292,6217846,1307424
740020487,Helsingborg Mejerigatan,56.050315,12.714178,1283,6403970,1267486
740020489,Pölsebo,57.700302,11.904401,1480,6219164,1308464
740020492,Helsingborg Drottninghög vårdcentral,56.062552,12.729902,1283,6638017,1598076
740020494,Uppsala Stenhagens IP,59.849935,17.554979,0380,6217602,1309179
740020495,Helsingborg Ragnvalla,56.048828,12.742476,1283,6626206,1612708
740020496,Knivsta Ar-terminalen,59.740262,17.809499,0330,6214734,1307533
740020498,Helsingborg Hästhagsvägen,56.022449,12.718156,1283,6649736,1563244
740020499,Molnebo,59.961887,16.937267,0331,6650615,1564655
740020500,Vansjö,59.969556,16.962795,0331,6651626,1568942
740020501,Jultorpet,59.977933,17.039872,0331,6651494,1569882
740020502,Julmyra,59.976591,17.056657,0331,6220894,1306210
740020503,Helsingborg Senderöd,56.077160,12.692520,1283,6214380,1309763
740020504,Helsingborg Gravörgatan,56.020164,12.754118,1283,6213829,1308918
740020505,Helsingborg Raahus,56.014887,12.740979,1283,6217280,1311418
740020506,Helsingborg Långeberga Norra,56.046827,12.778583,1283,6628646,1589333
740020507,Sulas MC,59.767833,17.395056,0380,6220196,1307512
740020508,Helsingborg Gevärsgatan,56.071425,12.713900,1283,6216790,1311541
740020509,Helsingborg Långeberga Södra,56.042481,12.780898,1283,6226391,1486433
740020510,Karlskrona Kungsplan,56.165606,15.586871,1080,6950040,1606881
740020513,Härnösand Slåttervägen 7,62.646140,17.889336,2280,6950096,1607065
740020514,Härnösand Skogsgränd,62.646589,17.892956,2280,6948626,1610018
740020515,Kastellgatan,62.632541,17.949545,2280,6949399,1610212
740020516,Härnösand Strengbergsgatan,62.639413,17.953825,2280,6214630,1307929
740020518,"Helsingborg Lussebäcken, kiosken",56.021675,12.724572,1283,6223888,1310589
740020520,Ödåkra Frostgatan,56.105764,12.760624,1283,6213012,1307888
740020522,Helsingborg Industrigatan S,56.007148,12.725072,1283,6215616,1309601
740020523,Helsingborg Spireagatan,56.031185,12.750647,1283,6217017,1311532
740020525,Helsingborg Långeberga Ind.omr,56.044513,12.780594,1283,6215712,1311438
740020527,Helsingborg Långebergavägen,56.032772,12.780005,1283,6221547,1309604
740020531,Väla by,56.084378,12.746483,1283,6221440,1309750
740020532,Helsingborg Funkisvägen,56.083476,12.748901,1283,6221312,1310002
740020533,Helsingborg Odalvägen,56.082428,12.753033,1283,6220698,1310034
740020535,Helsingborg Busspunkten,56.076934,12.753982,1283,6220236,1309634
740020536,Helsingborg Pinnmogatan,56.072632,12.747896,1283,6219908,1309834
740020537,Helsingborg Makadamgatan,56.069770,12.751336,1283,6219768,1310002
740020538,Helsingborg Välavägen,56.068581,12.754129,1283,6219283,1310232
740020541,Helsingborg Lagergatan,56.064323,12.758160,1283,6219270,1309826
740020542,Helsingborg Bruces skog,56.064045,12.751661,1283,6212833,1310671
740020545,Helsingborg Fornminnesgatan,56.006649,12.769747,1283,6212587,1310788
740020546,Helsingborg Torbornavägen S,56.004489,12.771793,1283,6212555,1311058
740020547,Helsingborg Stenbrovägen 6,56.004308,12.776138,1283,6213087,1311111
740020549,Helsingborg Nordisk Transport,56.009100,12.776612,1283,6213336,1311122
740020550,Helsingborg Stenbrovägen 50,56.011338,12.776613,1283,6213708,1310997
740020551,Helsingborg Börje Jönssons,56.014625,12.774351,1283,6213920,1310697
740020553,Helsingborg Ramlösa Vatten,56.016408,12.769398,1283,6213558,1310815
740020554,Helsingborg Kullens Bröd,56.013208,12.771542,1283,6581623,1632101
740020556,Stockholm Kaknästornet,59.334698,18.126406,0180,6216763,1309860
740020559,Helsingborg Västergård,56.041575,12.753984,1283,6218836,1308659
740020560,Helsingborg Lundsbäck,56.059688,12.733263,1283,6218074,1306490
740020562,Helsingborg Norra Vallgatan,56.051983,12.699046,1283,6545533,1602316
740020566,Åby,59.019147,17.586453,0181,6212275,1309238
740020567,Helsingborg Garverigatan,56.001077,12.747205,1283,6217450,1309460
740020568,Helsingborg Ragnvallagården,56.047577,12.747087,1283,6633119,1676697
740020569,Håknäs brygga,59.779964,18.951649,0188,6637494,1673769
740020571,Nysättra Byle vägskäl,59.820412,18.903235,0188,6606408,1656608
740020572,Östanå färjeläge,59.548550,18.574613,0117,6601765,1660365
740020573,Åsättra (Ljusterö) brygga,59.505504,18.637464,0117,6606014,1667655
740020574,Lagnö by,59.540745,18.769365,0117,6600029,1654297
740020575,Laggarsvik,59.492213,18.529182,0117,6594014,1629871
740020576,Täby Norra Bergtorp,59.446528,18.094739,0160,6597794,1653402
740020577,Linanäs brygga,59.472501,18.511797,0117,6617215,1661670
740020578,Mora vägskäl,59.643513,18.672242,0188,6580534,1665422
740020579,Djurö Byns gård,59.313209,18.710298,0120,6580249,1646223
740020580,Gustavsberg Farsta slottshage,59.317727,18.373350,0120,6581678,1621440
740020581,Brommaplan T-bana,59.338390,17.939262,0180,6219291,1310632
740020582,Helsingborg Ridhuset,56.064553,12.764567,1283,6662414,1655528
740020583,Hallstavik Uppsalavägen,60.051069,18.597212,0188,7086708,1727271
740020584,Innertavle Hästhagsvägen,63.813979,20.422008,2480,7086308,1727165
740020585,Innertavle Kajsa Söders väg,63.810471,20.419277,2480,7086231,1726705
740020586,Innertavle Sillviksvägen,63.810080,20.409857,2480,7086419,1726416
740020587,Innertavle Tavleån,63.811947,20.404284,2480,7086348,1725972
740020588,Innertavle Brännbackavägen,63.811599,20.395196,2480,6595162,1489670
740020590,Hällby,59.476747,15.622896,1885,6596539,1492517
740020593,Bergaby,59.489168,15.673078,1885,6590224,1482134
740020595,Rynninge,59.432168,15.490353,1885,6219331,1306177
740020596,Helsingborg Rådmansgatan,56.063129,12.693122,1283,6591020,1480730
740020597,Gåsta,59.439251,15.465543,1885,6639863,1454692
740020602,Malmtorget Kopparberg,59.875625,14.996192,1864,6219452,1307044
740020604,Helsingborg Kurirgatan S,56.064565,12.706933,1283,6615792,1642607
740020605,Söderhall trafikplats norra,59.637700,18.333622,0115,6604044,1633939
740020606,Angarn kyrka,59.535209,18.172677,0115,6219707,1306878
740020607,Helsingborg Kurirgatan N,56.066784,12.704088,1283,6556286,1636676
740020611,Årsta slott,59.105999,18.190805,0136,6996870,1450637
740020613,Brunflo Gustavägen,63.078391,14.828218,2380,6219254,1305640
740020616,Helsingborg Dunkerska Sjukhemmet,56.062221,12.684570,1283,7074861,1471371
740020619,Yxskaftkälen,63.780258,15.224452,2313,6216944,1307440
740020628,Helsingborg Viskgatan,56.042232,12.715082,1283,6219158,1307660
740020631,Helsingborg Brigadgatan,56.062176,12.717019,1283,6219122,1307902
740020632,Helsingborg Larmvägen,56.061950,12.720924,1283,6219120,1308304
740020633,Helsingborg Drottninghög,56.062093,12.727369,1283,6219138,1308594
740020634,Helsingborg Blåkullagatan,56.062370,12.732005,1283,6589720,1613367
740020638,Viksjö centrum,59.412778,17.801729,0123,6213122,1310514
740020639,Helsingborg Torbornavägen N,56.009179,12.767031,1283,6235142,1298212
740020649,Höganäs Bruksskolan,56.201612,12.553500,1284,6234006,1298543
740020650,Höganäs Ljunghaga,56.191566,12.559685,1284,6232830,1298783
740020654,Ö Lerberget N,56.181123,12.564435,1284,6231900,1298798
740020655,Ö Lerberget S,56.172790,12.565379,1284,6230418,1298882
740020657,Svanebäck Musselvägen,56.159537,12.567849,1284,6285504,1519281
740020658,Stampgatan,56.696280,16.119942,0880,6229546,1298958
740020659,Viken Fortet,56.151750,12.569728,1284,6234964,1299078
740020662,Höganäs Tivolihuset,56.200382,12.567564,1284,6235884,1298380
740020665,Höganäs Gruvgatan,56.208337,12.555639,1284,6236232,1298260
740020666,Höganäs Sandflyget,56.211406,12.553444,1284,6236712,1298011
740020667,Höganäs Margreteberg,56.215605,12.549072,1284,6236983,1297848
740020668,Strandbaden Höllviksgatan,56.217965,12.546243,1284,6237697,1297682
740020669,Strandbaden Strömstadsgatan,56.224297,12.543027,1284,6238306,1297809
740020670,Strandbaden Tallbacken,56.229811,12.544607,1284,6615741,1619785
740020671,Arlanda terminal 2-3 buss,59.644414,17.929304,0191,6238882,1297793
740020672,Nyhamnsläge St Skärsvägen,56.234969,12.543910,1284,6240170,1297413
740020673,Nyhamnsläge Måns Jons väg,56.246356,12.536807,1284,6240869,1297292
740020674,Nyhamnsläge Bräckevägen,56.252572,12.534324,1284,6241348,1297152
740020675,Krapperup Lerhamnsvägen,56.256807,12.531702,1284,6241884,1297189
740020676,Krapperup slottet,56.261629,12.531887,1284,6242906,1297188
740020677,Mölle Möllehässle,56.270792,12.531087,1284,6243086,1296604
740020678,Mölle Vattenmöllevägen,56.272156,12.521538,1284,6243788,1295961
740020679,Mölle Ryhuset,56.278175,12.510635,1284,6235019,1300103
740020681,Höganäs Steglinge,56.201307,12.584010,1284,7006517,1574781
740020682,Sollefteå Hågesta,63.160574,17.289016,2283,7047500,1651415
740020683,Västergissjö Ånäset,63.503732,18.846437,2284,6572070,1465989
740020685,Örebro Olof Palmes torg,59.268220,15.208761,1880,6318986,1431708
740020686,Ör terminal,56.992293,14.681699,0780,6541998,1457146
740020688,Åsbro Affären,58.997488,15.059608,1882,6564973,1604194
740020689,Södertälje Saltsjögatan,59.193116,17.628363,0181,6580910,1629222
740020691,Stockholm Strömkajen,59.329193,18.075437,0180,6601911,1672075
740020692,Husarö brygga,59.502176,18.844074,0117,6599705,1671192
740020693,Finnhamn brygga,59.482763,18.826737,0117,6578303,1677245
740020694,Sandhamn brygga,59.288423,18.915763,0120,6541480,1644944
740020695,Utö Gruvbryggan brygga,58.970486,18.325226,0136,6226130,1487052
740020699,Karlskrona Handelshamnen,56.163279,15.596848,1080,6539940,1225930
740020701,Syd-Koster Ekenäs,58.893609,11.048820,1486,7024614,1641848
740020706,Själevad Målevägen,63.302616,18.634283,2284,6651126,1557613
740020708,Norrgården (väg 56),59.975186,16.836874,0331,6633418,1596229
740020709,Focksta gård,59.809107,17.519921,0380,6237052,1305798
740020715,Jonstorp Möllebacken,56.221893,12.674138,1284,6236253,1306794
740020717,Björkeröd Bäckaskogsvägen,56.215133,12.690752,1284,6235966,1307458
740020718,St Snorröd,56.212828,12.701646,1284,6236224,1308104
740020719,Farhult k:a,56.215402,12.711855,1284,6236879,1308749
740020721,Farhult byn,56.221536,12.721764,1284,6237042,1309001
740020722,Farhult Årnackevägen,56.223099,12.725703,1284,6237061,1309429
740020723,N Häljaröd Sjömadsvägen,56.223441,12.732578,1284,6236936,1310123
740020724,N Häljaröd Rönnen,56.222597,12.743840,1284,6236782,1310892
740020725,Norra Häljaröd Ö,56.221522,12.756328,1284,6236501,1311230
740020727,Gustavsvik,56.219136,12.761969,1284,6240435,1298955
740020729,Smedstorp Louisefredsvägen,56.249387,12.561439,1284,6242316,1300150
740020730,Arild Arildsvägen,56.266756,12.579265,1284,6242768,1300118
740020731,Arild Nabbavägen,56.270796,12.578408,1284,6241762,1300914
740020734,Fjälastorp Falkamöllan,56.262110,12.591992,1284,6241534,1301530
740020735,Fjälastorp Hembygden,56.260323,12.602088,1284,6240889,1302622
740020736,Bölsåkra,56.254993,12.620162,1284,6241085,1303547
740020737,Bökebäck,56.257134,12.634918,1284,6240918,1303954
740020738,Bökebäcksgården,56.255805,12.641598,1284,6240521,1304880
740020739,Svanshall Stenbrottet,56.252625,12.656809,1284,6582557,1629281
740020741,Stockholm Stadion,59.343948,18.077459,0180,6240168,1305191
740020745,Svanshall Handelsmansväg,56.249587,12.662078,1284,6239644,1305482
740020746,Rekekroken N,56.245007,12.667150,1284,6238275,1305880
740020747,Jonstorp Gerdas äng,56.232894,12.674563,1284,7025426,1372960
740020748,Undersåker Bygården E14,63.315398,13.270076,2321,6581074,1628295
740020749,T-Centralen T-bana,59.330947,18.059263,0180,6582787,1628946
740020750,Stockholm Östra station,59.346113,18.071714,0180,6404493,1271307
740020752,Göteborg Brunnsparken,57.706944,11.967843,1480,6390252,1459564
740020753,Hult väg 40,57.635453,15.128256,0686,6581224,1623790
740020755,Alvik T-bana,59.333635,17.980265,0180,6584306,1637850
740020756,Gåshaga station,59.356925,18.229038,0186,6584092,1630638
740020757,Ropsten T-bana,59.357298,18.102218,0180,6146285,1367808
740020759,Svarte station,55.428485,13.717116,1286,6160233,1328999
740020760,Oxie station,55.541631,13.096172,1280,6236058,1305990
740020761,Jonstorp Åhusen,56.213057,12.677955,1284,6232772,1305737
740020763,Mjöhult norra,56.183487,12.676287,1284,6231688,1305824
740020764,Mjöhult Östrabyvägen,56.173801,12.678477,1284,6537250,1596861
740020765,Vagnhärad centrum,58.946092,17.487905,0488,6551808,1515386
740020766,Julita vägskäl,59.087429,16.073541,0483,6526604,1582894
740020767,Tystberga övre,58.853476,17.241390,0480,6529288,1587442
740020768,Lästringe,58.876663,17.321210,0480,6573149,1517904
740020769,Alberga,59.278901,16.119207,0484,6532858,1587808
740020770,Lästringe trafikplats,58.908626,17.328961,0480,6234750,1301106
740020774,Väsby Tågalycke,56.199314,12.600346,1284,6234388,1301847
740020775,Nygård,56.196377,12.612535,1284,6233085,1302956
740020776,Ingelsträde Brandstorpsv,56.185152,12.631339,1284,6233147,1303305
740020777,Ingelsträde Våtamåsavägen,56.185852,12.636905,1284,6232826,1304792
740020778,Hulta V,56.183585,12.661052,1284,6232742,1305676
740020779,Hulta Nybovägen,56.183193,12.675328,1284,6575690,1467742
740020780,Skottvägen,59.300851,15.238959,1880,6235055,1300672
740020781,Höganäs Pottenborgsvägen,56.201868,12.593136,1284,6233992,1298725
740020783,Höganäs Ljungvägen,56.191518,12.562623,1284,6236170,1304442
740020784,Görslöv,56.213428,12.652963,1284,6234946,1299604
740020785,Höganäs Skolgatan,56.200442,12.576039,1284,6234188,1299560
740020786,Höganäs Gamsgatan,56.193627,12.575903,1284,6365859,1551932
740020787,OKG,57.415288,16.669409,0882,6238790,1305664
740020790,Rekekroken S,56.237424,12.670708,1284,6234528,1299618
740020791,Höganäs Sjöcrona,56.196700,12.576579,1284,6235179,1300574
740020792,Höganäs S:t Andreas Väg,56.202939,12.591467,1284,6233355,1298859
740020796,Höganäs Sporthall,56.185863,12.565259,1284,6241108,1299582
740020798,Brunnby Görsavägen,56.255686,12.571028,1284,6234917,1298612
740020803,Höganäs Arnbergs plats,56.199764,12.560104,1284,6234948,1298948
740020804,Höganäs Brorsbacke,56.200184,12.565485,1284,6234787,1298419
740020807,Höganäs Öresundsskolan,56.198517,12.557099,1284,6235080,1298119
740020808,Höganäs Köpmansgatan,56.201017,12.552051,1284,6452682,1455554
740020821,Boxholm Älvkullevägen,58.195557,15.049432,0560,6192276,1344134
740020822,Eslöv Verkstadsvägen,55.834230,13.317479,1285,6670096,1523994
740020823,Videvägen,60.148774,16.237068,2084,6193358,1342170
740020825,Eslöv Kärråkra vårdcentral,55.843301,13.285537,1285,6191757,1342356
740020826,Eslöv Djupadalsvägen,55.828996,13.289432,1285,6202233,1348109
740020828,Orrahus,55.924844,13.375279,1285,6203106,1348426
740020829,Rönneholm,55.932778,13.379855,1285,6458594,1288722
740020830,Sjuntorp Sörby,58.200259,12.211145,1488,6457343,1289771
740020831,Sjuntorps skola,58.189549,12.230077,1488,6203492,1348566
740020832,Hasslebro,55.936286,13.381877,1267,6204586,1347522
740020833,Stockamöllan Ollonbacken,55.945773,13.364569,1285,6571885,1622329
740020834,Källbrink idrottsplats,59.250287,17.949339,0126,6572120,1617192
740020835,Slagsta Strand,59.253846,17.859493,0127,6204914,1346722
740020838,Gunnaröd,55.948462,13.351591,1285,6636314,1546654
740020839,Kumla kyrkby,59.843637,16.637317,1981,6205663,1346098
740020840,Klockaregården,55.954983,13.341185,1285,6206232,1345756
740020841,Billinge k:a,55.959980,13.335389,1285,6633977,1640416
740020843,Rånäs affär,59.801517,18.306964,0188,6721964,1497582
740020844,Östborn,60.614987,15.760956,2080,6798122,1554998
740020845,Mohed busstation,61.294594,16.831083,2182,6709382,1400982
740020846,Äppelbo kyrka,60.489898,14.003760,2021,6719988,1460319
740020847,Gagnef ICA,60.595293,15.080927,2026,6229016,1369050
740020848,Finja Tyringevägen,56.171380,13.696941,1293,6343559,1513914
740020850,Berga affären,57.217794,16.035520,0821,6207919,1345363
740020851,Billinge N,55.974991,13.328135,1285,6201290,1348692
740020852,Hassle skolan,55.916566,13.385124,1285,6569788,1668387
740020856,Aspö brygga,59.215704,18.753950,0120,6193600,1345722
740020858,Snärjehusvägen,55.846620,13.342047,1285,6194455,1347070
740020859,Kastberga skola,55.854721,13.363065,1285,6194366,1348263
740020860,St Kastberga,55.854299,13.382147,1285,6474914,1485476
740020861,Linköping Mjärdevi,58.397156,15.556814,0580,6770884,1366740
740020862,Kläppen,61.031486,13.339389,2023,7064352,1427277
740020863,Storholmsjö,63.679645,14.335482,2309,6778324,1438147
740020864,Slättberg torget,61.115917,14.657724,2034,6477657,1395332
740020865,Hallebacka,58.409500,14.014529,1496,6587837,1627365
740020867,Mörby station,59.391889,18.046934,0162,6589929,1628770
740020868,Altorp station,59.410227,18.072895,0162,6591869,1629412
740020869,Näsby allé station,59.427431,18.085360,0160,6590195,1627890
740020870,Djursholms Ekeby station,59.412881,18.057570,0162,6596285,1634815
740020871,Rydbo station,59.465341,18.183245,0117,6593502,1628064
740020872,Tibble station,59.442490,18.062606,0160,6601055,1628540
740020873,Kragstalund station,59.510090,18.075529,0115,6578568,1633534
740020874,Saltsjö-Järla station,59.306848,18.149675,0182,6577965,1636350
740020875,Saltsjö-Duvnäs station,59.300541,18.198687,0182,6576924,1640790
740020876,Igelboda station,59.289752,18.275869,0182,6576822,1641722
740020877,Neglinge station,59.288526,18.292140,0182,6576284,1640890
740020878,Tippen station,59.283979,18.277206,0182,6575746,1641184
740020879,Tattby station,59.279056,18.282008,0182,6591758,1551850
740020881,Vävle Allé,59.443132,16.719062,0484,6584394,1556080
740020882,Barva handel,59.376497,16.791686,0484,6590628,1547007
740020883,Sundby kyrka,59.433558,16.633462,0484,6577410,1541424
740020885,Stenkvista kyrka,59.315502,16.532554,0484,6574212,1542107
740020886,Kälbro,59.286730,16.543924,0484,6556814,1542222
740020887,Flenmo,59.130555,16.542572,0482,6573586,1535249
740020888,Tandla gård,59.281737,16.423508,0484,6571532,1532100
740020889,Risinge,59.263550,16.367967,0484,6577864,1529260
740020891,Gillberga skola,59.320593,16.319029,0484,6577104,1526534
740020892,Lista gård,59.313950,16.271063,0484,6575687,1523688
740020893,Böcklinge,59.301399,16.220938,0484,6574360,1515624
740020894,Västermo,59.289861,16.079302,0484,6587689,1564558
740020896,Vansö kyrka,59.404857,16.941784,0486,6596014,1568810
740020899,Aspö handel v55,59.478896,17.019299,0486,6580330,1571328
740020900,Malmby,59.337724,17.058511,0486,6576923,1573340
740020901,Grundbro,59.306804,17.092699,0486,6576891,1567476
740020902,Norrlänna,59.307493,16.989769,0486,6574040,1567120
740020903,Merlänna Länna kyrka,59.281962,16.982637,0486,6565306,1557820
740020904,Björndammen,59.204944,16.817197,0482,6561442,1579118
740020905,Laxne,59.166836,17.188471,0461,6522344,1573582
740020906,Svärta,58.816934,17.078697,0480,6532580,1574464
740020908,Spelvik kyrka,58.908650,17.097375,0480,6534715,1574536
740020909,Aspa,58.927798,17.099340,0480,6537286,1576031
740020910,Väster-Malma,58.950610,17.126170,0480,6514003,1580200
740020912,Ånga,58.740896,17.190220,0480,6513664,1557962
740020914,Berga-Tuna,58.741404,16.806165,0480,6514204,1547143
740020915,Gammelsta,58.747564,16.619461,0480,6530733,1581762
740020916,Sättersta,58.890748,17.223298,0480,6517763,1561627
740020917,Larslund,58.777689,16.870571,0480,6178198,1356271
740020918,Harlösa S,55.711652,13.518432,1285,6517014,1568304
740020919,Oppeby (Eskilstunavägen),58.769963,16.985747,0480,6532358,1557888
740020920,Husbygård,58.909208,16.809725,0480,6525822,1534837
740020923,Glindran,58.853022,16.408724,0483,6546822,1508144
740020925,Viala by,59.042869,15.947036,0428,6555702,1510600
740020926,Österåker kyrka,59.122529,15.990247,0428,6564309,1538528
740020927,Holmsjön Lillstugan,59.198181,16.479382,0484,6598566,1456686
740020928,Nora Hitorp Övre,59.505188,15.040299,1884,6569066,1449388
740020929,Lanna centrum,59.239596,14.918392,1814,6571330,1422206
740020930,Degerfors Östra Kvarnberget,59.255793,14.441456,1862,6567595,1468453
740020931,Norra Bro Broängsvägen,59.228242,15.252618,1880,6535963,1453343
740020933,Skyllberg,58.942919,14.994726,1882,6589348,1464432
740020934,Axbergshammar,59.423179,15.178605,1880,6638453,1456861
740020935,Bångbro Stråtvägen,59.863202,15.035206,1864,6570880,1474862
740020936,Sundbyvik,59.258159,15.364485,1880,6594884,1461576
740020937,Lilla Mon,59.472617,15.127304,1884,6595710,1459438
740020938,Stora Mon,59.479830,15.089434,1884,6569581,1451796
740020940,Vintrosavägen,59.244500,14.960462,1880,6569221,1455711
740020941,Sanna (Vintrosa),59.241696,15.029132,1880,6566878,1478286
740020942,Resta,59.222425,15.424908,1880,6588896,1467457
740020943,Södra Dylta,59.419367,15.231958,1880,6579243,1484219
740020944,Slyte,59.333683,15.527899,1880,6554390,1472644
740020946,Tarsta,59.110000,15.327678,1861,6572722,1465523
740020947,Karlslundsgatan,59.274034,15.200486,1880,6557519,1488858
740020949,Bönerud,59.138823,15.610522,1880,6577188,1473319
740020950,Rinkaby kyrka,59.314687,15.336658,1880,6587420,1430322
740020951,Granbergsdal,59.401606,14.578489,1883,6560265,1443415
740020955,Kvistbro kyrka,59.159848,14.816045,1814,6584992,1466520
740020956,Katrinelundsvägen,59.384251,15.216064,1880,6596300,1462092
740020957,Fingerboda,59.485374,15.136155,1884,6557294,1498195
740020958,Dimbo gård,59.136947,15.773632,1880,6580404,1489015
740020959,Spånga,59.344257,15.612100,1880,6573364,1455219
740020961,Östertysslinge,59.278831,15.019655,1880,6626067,1462858
740020962,Vasselhyttan,59.752617,15.144437,1885,6573870,1436574
740020963,Villingsberg,59.280986,14.692517,1883,6571258,1471048
740020964,Hjälmarsberg väg 207,59.261308,15.297577,1880,6568348,1472128
740020966,Stortorp,59.235259,15.316885,1880,6547382,1449552
740020967,Valldala,59.044986,14.926274,1861,6569084,1476993
740020968,Hjälmarsnäsvägen,59.242159,15.402031,1880,6561494,1462987
740020969,Näset,59.173036,15.157927,1880,6604222,1468012
740020970,Rya skola,59.556974,15.239432,1885,6583692,1458946
