740000287,Väse station,59.381611,13.853492,1780
740000288,Flen station,59.057299,16.588915,0482
740000289,Smålandsstenar station,57.161396,13.414656,0662
740000290,Tyringe station,56.159791,13.598202,1293
740000291,Ludvika station,60.149804,15.183099,2085
740000292,Grebbestad busstation,58.691876,11.253984,1435
740000293,Frövi station,59.467644,15.363782,1885
740000294,Bastuträsk station,64.790005,20.041180,2417
740000295,Osby station,56.379948,13.994255,1273
740000296,Fjällbacka,58.599667,11.285734,1435
740000297,Fiskebäckskil,58.243414,11.458565,1484
740000298,Brastad centrum,58.382070,11.484822,1484
740000299,Rabbalshede station,58.610027,11.470596,1435
740000300,Borås Centralstation,57.720838,12.932004,1490
740000301,Tierp station,60.345326,17.514373,0360
740000302,Mora station,61.008800,14.558742,2062
740000303,Djurås station,60.560178,15.138594,2026
740000306,Ammarnäs,65.957510,16.210914,2422
740000307,Åmotfors station,59.768950,12.366329,1730
740000308,Duved station,63.389761,12.917674,2321
740000309,Bjurholm busstation,63.931991,19.216238,2403
740000310,Boliden busstation,64.867752,20.384421,2482
740000311,Malmbäck station,57.577881,14.460441,0682
740000312,Torup station,56.957802,13.079146,1315
740000313,Oskarström station,56.806491,12.971953,1380
740000314,Skene station,57.488187,12.648616,1463
740000315,Mölndal station,57.655957,12.018724,1481
740000316,Borgafjäll,64.835164,15.085059,2425
740000317,Bureå Torg,64.617888,21.200256,2482
740000318,Burträsk busstation,64.521082,20.661339,2482
740000319,Hemavan köpcenter,65.819436,15.084680,2421
740000320,Svenshögen station,58.144868,11.935715,1415
740000321,Kolbäck station,59.563836,16.232474,1961
740000322,Gagnef station,60.598796,15.081378,2026
740000323,Tomelilla station,55.546552,13.948940,1270
740000324,Gällö station,62.911122,15.229455,2305
740000325,Ljungaverk station,62.495646,16.067603,2260
740000326,Kaitum station,67.543804,20.108031,2523
740000328,Ärla station,59.283043,16.675984,0484
740000329,Holmsund Himmelska Fridens Tg,63.707786,20.364039,2480
740000330,Skärhamn torg,57.991227,11.546387,1419
740000331,Delsbo Torg,61.799536,16.554056,2184
740000333,Jämjö centrum Jämjöhallen,56.191968,15.835048,1080
740000335,Kållered station,57.609928,12.048619,1481
740000336,Broby busstation,56.254944,14.075654,1256
740000338,Åtvidaberg station,58.203692,16.002328,0561
740000339,Berghem station,57.466980,12.598371,1463
740000340,Åhus Järnvägsgatan,55.927021,14.302792,1290
740000341,Kivik torget,55.685117,14.225589,1291
740000342,Rydaholm station,56.986254,14.311449,0683
740000343,Brösarp bussterminal,55.727803,14.096775,1270
740000344,Kisa station,57.985383,15.633808,0513
740000345,Kilafors station,61.230969,16.570443,2183
740000346,Degeberga Skaddevägen,55.837502,14.090144,1290
740000347,Storfors station,59.533169,14.271409,1760
740000348,Hultsfred station,57.486757,15.846746,0860
740000349,Jörlanda,57.987145,11.830249,1415
740000350,Hofors centrum,60.544962,16.286548,2104
740000351,Vimmerby station,57.663155,15.858268,0884
740000353,Fritsla station,57.557844,12.789918,1463
740000354,Bergfors station,68.148675,19.781075,2584
740000355,Smögen busstation,58.357214,11.230458,1427
740000356,Kungshamn busstation,58.361434,11.249397,1427
740000357,Hunnebostrand,58.441763,11.303691,1427
740000358,Grundsund,58.213168,11.421932,1484
740000359,Ottebol station,59.696103,12.469771,1784
740000360,Lycksele Resecentrum/Station,64.595360,18.667984,2481
740000361,Örebro Södra station,59.269985,15.202329,1880
740000362,Åseda station,57.167830,15.347095,0760
740000363,Veddige station,57.266938,12.337596,1383
740000364,Årjäng Busstationen,59.394582,12.131215,1765
740000365,Rimforsa station,58.135547,15.681699,0513
740000366,Mörrum station,56.186732,14.744670,1082
740000367,Malung centrum,60.683720,13.709941,2023
740000368,Bräkne-Hoby station,56.230880,15.115697,1081
740000370,Bovallstrand,58.475372,11.322469,1427
740000371,Hassela busstation,62.110203,16.706544,2132
740000372,Haparanda station,65.827928,24.131510,2583
740000373,Tibro busstation,58.425291,14.160837,1472
740000374,Kittelfjäll,65.249429,15.490242,2462
740000375,Forshaga Centrum,59.532738,13.480348,1763
740000376,Hagfors Busstationen,60.035459,13.693684,1783
740000377,Kåge samhälle,64.832128,20.989972,2482
740000378,Fränsta station,62.496142,16.167502,2260
740000379,Aneby station,57.836233,14.810819,0604
740000380,Stöde station,62.419716,16.598610,2281
740000381,Munkfors Busstationen,59.834348,13.545841,1762
740000383,Barkarby station,59.404568,17.866055,0123
740000384,Surahammar station,59.706626,16.219685,1907
740000385,Tingsryd busstation,56.524027,14.975918,0763
740000386,Vedum station,58.169317,12.998538,1470
740000387,Malå busstation,65.183880,18.746651,2418
740000388,Gemla station,56.870071,14.644832,0780
740000389,Norsjö busstation,64.914477,19.484690,2417
740000390,Obbola Centralhållplats,63.701537,20.319129,2480
740000391,Robertsfors busstation,64.192305,20.847336,2409
740000392,Storvreta station,59.956065,17.706075,0380
740000394,Tärnaby busstation,65.710691,15.252423,2421
740000395,Åsele busstation,64.161654,17.350862,2463
740000397,Svedala station,55.506868,13.232410,1263
740000398,Dala-Järna station,60.547777,14.362236,2021
740000399,Vi centrum,62.428017,17.416210,2281
740000400,Bjästa busstation,63.201606,18.501742,2284
740000401,Bredbyn busstn,63.449068,18.107246,2284
740000402,Horred station,57.353342,12.477270,1463
740000403,Husum torget,63.329290,19.163414,2284
740000404,Gamleby station,57.896954,16.410235,0883
740000405,Mariannelund station,57.616407,15.585077,0686
740000406,Vansbro centrum,60.512026,14.226879,2021
740000407,Matfors busstation,62.344252,17.018711,2281
740000408,Sveg station,62.035501,14.351596,2361
740000409,Kvissleby Njurundahallen,62.295659,17.379544,2281
740000410,Edane station,59.626829,12.829366,1784
740000411,Ramsele busstation,63.537084,16.469678,2283
740000413,Ramvik,62.818879,17.854651,2280
740000414,Fjällåsen station,67.518416,20.093422,2523
740000415,Rydsgård station,55.474233,13.587493,1264
740000417,Söråker köpcenter,62.506306,17.507319,2262
740000418,Högboda station,59.557620,13.051482,1715
740000419,Hällefors station,59.782636,14.518614,1863
740000420,Föllinge,63.670126,14.612784,2309
740000421,Strömsund busstation,63.849900,15.554907,2313
740000422,Gäddede busstation,64.503934,14.146050,2313
740000423,Hammarstrand busstation,63.108162,16.356164,2303
740000424,Björbo station,60.452774,14.730099,2026
740000425,Hammerdal busstation,63.582820,15.350216,2313
740000426,Fagerås station,59.519396,13.219949,1715
740000427,Hällekis station,58.630010,13.432555,1471
740000428,Storuman station,65.096995,17.112391,2421
740000429,Höglekardalen,63.078392,13.749215,2321
740000431,Garphyttan Kvarnvägen,59.308043,14.940556,1880
740000432,Vittsjö station,56.342113,13.663264,1293
740000433,Lysvik station,60.016032,13.137747,1766
740000434,Hoting station,64.115971,16.200254,2313
740000435,Ljungbyhed busstation,56.075325,13.233567,1276
740000436,Klimpfjäll,65.061949,14.800051,2462
740000438,Skyttorp station,60.079692,17.737155,0380
740000439,Forsheda station,57.163362,13.832761,0683
740000440,Bruksvägen,57.828223,12.014763,1440
740000441,Olofström station,56.279537,14.520084,1060
740000442,Järpås station,58.379245,12.969947,1494
740000445,Kall,63.473667,13.230247,2321
740000446,Äppelbo E16,60.490904,14.001138,2021
740000448,Edsåsdalen,63.315641,13.105983,2321
740000449,Ljungdalen,62.852043,12.796285,2326
740000450,Tollarp bibliotek,55.934328,13.974643,1290
740000451,Vilhelmina station,64.622888,16.651430,2462
740000452,Offerdal Ede,63.466259,14.013118,2309
740000453,Stora Blåsjön,64.836540,14.083623,2313
740000454,Stugun,63.167567,15.596582,2303
740000455,Vålådalen Västra,63.148743,12.965211,2321
740000456,Kode station,57.944418,11.851007,1482
740000458,Vattholma station,60.025679,17.731060,0380
740000460,Färila busstation,61.798238,15.838662,2161
740000462,Mockfjärd gamla station,60.495737,14.958590,2026
740000463,Kårböle Pilgrimen,61.987089,15.298881,2161
740000464,Övertorneå busstation,66.390104,23.657564,2518
740000465,Bredaryd station,57.176325,13.738072,0683
740000466,Lugnås station,58.644555,13.702213,1493
740000467,Ullånger busstation,63.010934,18.188362,2282
740000468,Lyrestad station,58.805209,14.056947,1493
740000469,Sturkö Kvarnen,56.112982,15.681544,1080
740000470,Öregrund färjeläget,60.340584,18.446302,0382
740000471,Sikeå E4,64.168449,20.925148,2409
740000472,Yttermalung gamla station,60.580801,13.823710,2023
740000474,Klågerup busstation,55.597571,13.260224,1263
740000475,Bruksvallarna,62.637121,12.444377,2361
740000476,Örbyhus station,60.228695,17.705770,0360
740000477,Byske busstation,64.953762,21.203287,2482
740000478,Källby station,58.510590,13.302226,1471
740000480,Uddevalla Kampenhof,58.349913,11.930440,1485
740000481,Fjällnäs Högfjällspensionat,62.598283,12.179992,2361
740000482,Grythyttan station,59.704246,14.530401,1863
740000483,Gysinge Brukshandel,60.289693,16.885486,2181
740000484,Hova station,58.854713,14.215387,1447
740000485,Näsviken Centrum,61.756645,16.866730,2184
740000486,Åkersjön,63.765046,14.080466,2309
740000488,Jämshög Bygatan,56.240676,14.530839,1060
740000489,Bispgården,63.027266,16.624751,2303
740000490,Klevshult station,57.352723,14.097368,0665
740000491,Funäsdalen busstation,62.545106,12.545374,2361
740000492,Arlanda Södra station,59.646172,17.928351,0191
740000493,Hede Härjedalen,62.418921,13.515579,2361
740000495,Klövsjö Torpvägen,62.519506,14.193627,2326
740000496,Falerum station,58.143424,16.207884,0561
740000497,Lofsdalen,62.112300,13.272369,2361
740000498,Lövånger busstation,64.371137,21.306149,2482
740000499,Älvsered,57.241178,12.865693,1382
740000500,Berga station,57.216344,16.032714,0821
740000502,Svenljunga busstation,57.495251,13.108711,1465
740000503,Ytterhogdal station,62.197255,14.855226,2361
740000504,Västra Ämtervik station,59.727558,13.147136,1766
740000505,Smygehamn Ängavägen,55.345402,13.377708,1287
740000506,Ramundberget,62.700914,12.388692,2361
740000507,Spiken,58.690093,13.200819,1494
740000508,Tolita station,59.577857,13.239823,1715
740000510,Ekenässjön station,57.489661,15.019304,0685
740000511,Hovmantorp station,56.785842,15.140662,0761
740000512,Götene busstation,58.527416,13.491418,1471
740000513,Gråbo busstation,57.836921,12.298349,1441
740000514,Backe busstation,63.810716,16.405257,2313
740000515,Henån busstation,58.234597,11.681344,1421
740000516,Borensberg busstation,58.562691,15.276490,0583
740000517,Simlångsdalen,56.720707,13.130410,1380
740000518,Anderstorp station,57.280395,13.627275,0662
740000519,Lagan Torggatan,56.916359,13.987339,0781
740000520,Påarp station,56.029265,12.817093,1283
740000521,Rödeby centrum,56.260703,15.618051,1080
740000522,Tjustskolan station,57.753293,16.631411,0883
740000523,Tranemo busstation,57.485120,13.351461,1452
740000524,Korsberga centrum,57.301195,15.125193,0685
740000525,Byxelkrok centrum,57.324394,17.007723,0885
740000526,Brunflo station,63.075860,14.832063,2380
740000527,Rossön södra,63.921243,16.339341,2313
740000529,Tänndalen,62.549243,12.309830,2361
740000530,Tännäs,62.442515,12.680771,2361
740000531,Blidsberg,57.930812,13.494388,1491
740000532,Vemdalen by,62.449579,13.863530,2361
740000533,Norrahammar station,57.704537,14.115452,0680
740000535,Näsåker busstation,63.440680,16.907150,2283
740000536,Traryd Skolgatan,56.579560,13.746558,0767
740000537,Skånes-Fagerhult kyrka,56.368480,13.470006,1257
740000538,Junsele busstation,63.696110,16.879872,2283
740000539,Taberg station,57.678836,14.086893,0680
740000540,Lerum station,57.769359,12.272317,1441
740000541,Ånäset busstn,64.279721,21.043304,2409
740000542,Bäckebron station,59.661352,13.166227,1766
740000543,Gullringen station,57.802565,15.703519,0884
740000545,Skänninge station,58.392951,15.092572,0586
740000546,Mollaryd station,57.905981,13.022767,1466
740000547,Ormaryd station,57.664803,14.833298,0682
740000548,Kyrkhult,56.357125,14.587154,1060
740000549,Örkelljunga busstation,56.283185,13.281349,1257
740000551,Ringarum centrum,58.333516,16.445028,0563
740000552,Torpåkra station,57.940615,13.029492,1466
740000553,Kinna station,57.505979,12.698240,1463
740000554,Landvetter Airport,57.667881,12.295939,1401
740000555,Ljungby busstation,56.832134,13.936111,0781
740000556,Arlanda Centralstation,59.649570,17.929186,0191
740000557,Lindome station,57.576096,12.078477,1481
740000558,Borgholm busstation,56.882286,16.656332,0885
740000559,Knivsta station,59.725703,17.786688,0330
740000561,Mönsterås busstation,57.041000,16.447231,0861
740000564,Nättraby hörnet,56.206887,15.530721,1080
740000567,Bjärnum busstation,56.291703,13.710735,1293
740000569,Vårgårda station,58.031203,12.810289,1442
740000570,Linaälv station,67.254719,20.242435,2523
740000571,Piteå busstation,65.319911,21.473603,2581
740000572,Bergkvara busstation,56.394659,16.065301,0834
740000573,Sälen centrum,61.156713,13.265801,2023
740000574,Grövelsjön fjällstationen,62.098591,12.312798,2039
740000575,Älvdalen busstation,61.223119,14.044474,2039
740000576,Söderköping busstation,58.478117,16.323432,0582
740000577,Sorsele station,65.534859,17.543944,2422
740000578,Norra Unnaryd väg 26,57.601487,13.747041,0680
