268|Björklunda (Ockelbo kn)|60.8879598044782|16.7827638985639|401015
268|Bruksvägen (Ockelbo kn)|60.8821944600015|16.7019678922366|401035
268|Envägen (Ockelbo kn)|60.898598094707|16.7393498820428|401017
268|Finnbacken (Ockelbo kn)|60.8991799311096|16.7600576848378|401018
268|Flaggbacken (Ockelbo kn)|60.9006488240636|16.7541317055914|401135
268|Gamla apoteket (Ockelbo kn)|60.8964047081185|16.7202365065822|401045
268|Gammelboning (Ockelbo kn)|60.8284932979486|16.495563137607|401133
268|Gramre (Ockelbo kn)|60.8297192109777|16.6976505537459|401049
268|Gäveränge (Ockelbo kn)|60.898222297515|16.7274554342628|401051
268|Hammarsjön (Ockelbo kn)|60.8465185588165|16.7060278096001|401052
268|Heden (Ockelbo kn)|60.7858862260713|16.7227784080826|401054
268|Ivantjärn (Ockelbo kn)|60.8069958911069|16.5335147121096|401060
268|Jädraås Folkets hus (Ockelbo kn)|60.8407812625041|16.4757454143243|401042
268|Jädraås Kranvägen (Ockelbo kn)|60.8416479920947|16.4674508941846|401134
268|Jädraås Stationen (Ockelbo kn)|60.8424489418653|16.4688283879492|401068
268|Krogen (Ockelbo kn)|60.7620803859815|16.746664147229|401070
268|Lingbo jvstn (Ockelbo kn)|61.044195687559|16.6724048043143|401122
268|Marstrand (Ockelbo kn)|60.8787532601982|16.6984835384061|401073
268|Medskogssjön (Ockelbo kn)|60.7760506741733|16.7265354271816|401075
268|Mejeriet (Ockelbo kn)|60.8985853354535|16.7202804790354|401076
268|Nyflaxen (Ockelbo kn)|60.7704794911465|16.7340096125379|401136
268|Nyåbron (Ockelbo kn)|60.8611496821084|16.699023070184|401082
268|Ockelbo Torget (Ockelbo kn)|60.8901971114468|16.7171302647383|401103
268|Ockelbo jvstn (Ockelbo kn)|60.8919853582228|16.7207732139344|401085
268|Ockelbo kyrka (Ockelbo kn)|60.8880883844968|16.7157440524947|401086
268|Rabo (Ockelbo kn)|60.8840685453001|16.7129409561833|401089
268|Silverkällan (Ockelbo kn)|60.8264115690823|16.6997276630485|401091
268|Stenbäcken (Ockelbo kn)|60.8918802963668|16.7705420216309|401131
268|Stenbäcken V (Ockelbo kn)|60.8951395980974|16.7665874962632|401023
268|Stenbäcken Ö (Ockelbo kn)|60.8905332452974|16.7731537985287|401024
268|Tegelbruket (Ockelbo kn)|60.8737827712161|16.7022845343229|401101
268|Vansbron (Ockelbo kn)|60.8866461847882|16.8015832524147|401026
268|Vittersjö (Ockelbo kn)|60.87972945131|16.8928285002526|401028
268|Åbrotorpen (Ockelbo kn)|60.8135868415139|16.7050113522832|401114
268|Acktjärnsgatan (Hofors kn)|60.567609108432|16.2783327336509|404001
268|Barkhyttan (Hofors kn)|60.5642362275322|16.3831039124273|404003
268|Berg (Hofors kn)|60.5145789787816|16.449433920683|404004
268|Bergbo (Hofors kn)|60.515027496334|16.4324936577261|404005
268|Bergviken (Hofors kn)|60.5699329975179|16.417963442365|404007
268|Björkhagsskolan (Hofors kn)|60.547249631463|16.276960965381|404006
268|Born (Hofors kn)|60.5446959916832|16.3030538567865|404009
268|Bäcken (Hofors kn)|60.5640111068581|16.3663987151565|404011
268|Böle (Hofors kn)|60.531256531451|16.3112447076723|404012
268|Bölevägen (Hofors kn)|60.5290271878179|16.3168924416447|404013
268|Edsken (Hofors kn)|60.5423930087764|16.2318131684566|404015
268|Erikslund (Hofors kn)|60.5473741897045|16.4750509416731|404016
268|Fagersta backe (Hofors kn)|60.5261046074372|16.350155006323|404017
268|Fagersta by (Hofors kn)|60.5252683794117|16.3326220970565|404018
268|Faktorsgatan (Hofors kn)|60.5707970537006|16.2675285530948|404019
268|Faluvägen (Hofors kn)|60.5413709013163|16.2845643791256|404020
268|Furulund (Hofors kn)|60.541803820634|16.2474382362986|404022
268|Grindberget (Hofors kn)|60.510935375599|16.4207829799736|404114
268|Göklund (Hofors kn)|60.5445049889046|16.271345291363|404023
268|Hagaskolan (Hofors kn)|60.5406782392384|16.2924614136925|404024
268|Hantverkarn (Hofors kn)|60.5473133684638|16.2842876178907|404025
268|Hofors Centrum (Hofors kn)|60.5449627733819|16.2865489058063|404026
268|Hofors Hälsocentral (Hofors kn)|60.5482248572738|16.2853944864594|404103
268|Hofors jvstn (Hofors kn)|60.5698038958155|16.2666390836898|404027
268|Hofors kyrka (Hofors kn)|60.5509035767027|16.2892249435525|404029
268|Hoforsbacken (Hofors kn)|60.5606514632425|16.3317750061482|404028
268|Idrottsvägen (Hofors kn)|60.5127322890791|16.4763575525264|404032
268|Industrigatan (Hofors kn)|60.5662541461966|16.280792785457|404033
268|Jägargatan (Hofors kn)|60.5428409943401|16.2749473298284|404034
268|Kapellgatan (Hofors kn)|60.5495737303092|16.2871639809459|404035
268|Kvatten (Hofors kn)|60.5670284281957|16.3972671267005|404037
268|Kyrkogården (Hofors kn)|60.559214458983|16.2917005135341|404038
268|Lillån (Hofors kn)|60.5358276675463|16.3008959039397|404039
268|Långnäs (Hofors kn)|60.5252488713159|16.363962741527|404040
268|Långnäsheden (Hofors kn)|60.5181183470362|16.3942457742394|404041
268|Ol-Ols (Hofors kn)|60.5353703915219|16.4829644491056|404043
268|Petreskolan (Hofors kn)|60.5468960555428|16.272855664295|404045
268|Prästbordet (Hofors kn)|60.5122829736027|16.4583446877877|404046
268|Rondellen (Hofors kn)|60.5421254627449|16.291845410852|404048
268|Rättargården (Hofors kn)|60.5693644838707|16.4087618496269|404050
268|Råbacka (Hofors kn)|60.5156944132604|16.4024854076839|404049
