Kommunkod|Tätortskod|Tätortsbeteckning|lat|lng
0781|T1924|Lidhult|56.827737837982426|13.439760767477697
0781|T1936|Ljungby|56.83539514348168|13.941004683809807
0781|T1964|Ryssby|56.86601163315155|14.163325358362885
0781|T2016|Vittaryd|56.96952838082567|13.949341139837697
0821|T2108|Berga|57.216262537534575|16.03353476198009
0821|T2172|Fagerhult|57.14645490903029|15.663377994008206
0821|T2200|Fågelfors|57.20383686818126|15.846453092784984
0821|T2264|Högsby|57.16501496529464|16.031823393680416
0821|T2388|Ruda|57.1082100517875|16.11471235726186
0834|T2112|Bergkvara|56.39012929498807|16.073089542455534
0834|T2416|Söderåkra|56.44778697619604|16.06144364234593
0834|T2428|Torsås|56.41090256483816|16.00330201483503
0840|T2092|Algutsrum|56.6811056342979|16.530810207697545
0840|T2152|Degerhamn|56.3532494307254|16.41157909297748
0840|T2208|Färjestaden|56.64738235438677|16.48043259329628
0840|T2214|Glömminge och Strandskogen|56.71879613518125|16.5433876142735
0840|T2240|Gårdby|56.602478862397255|16.641190468270526
0840|T2284|Kastlösa|56.455282431580336|16.429316566292187
0840|T2344|Mörbylånga|56.52184164780252|16.388468164956944
0840|T2396|Saxnäs|56.6857787836893|16.492240959519474
0840|T2404|Skogsby|56.63642535638126|16.523211749566812
0840|T2458|Vickleby|56.59196079448055|16.465317540971622
0860|T2260|Hultsfred|57.49640209856648|15.841967033514514
0860|T2276|Järnforsen|57.40897330646757|15.623241453732183
0860|T2336|Målilla|57.38731462853955|15.81105154851847
0860|T2348|Mörlunda|57.32209388383466|15.866539607411465
0860|T2384|Rosenfors|57.36419670987149|15.839053211116028
0860|T2400|Silverdalen|57.54141603967933|15.752427566773706
0860|T2456|Vena|57.51938917351469|15.97442552832016
0860|T2464|Virserum|57.32192828922642|15.565773720126353
0861|T2120|Blomstermåla|56.982660265125446|16.327938049880874
0861|T2188|Fliseryd|57.12606702062489|16.261126666302975
0861|T2340|Mönsterås|57.02892360263991|16.449254459301677
0861|T2354|Oknö|57.00452599417447|16.514876469772744
0861|T2424|Timmernabben|56.9655839117149|16.44051084470673
0862|T2160|Emmaboda|56.629898862945254|15.534594737943356
0862|T2168|Eriksmåla|56.733908009976105|15.479319435386284
0862|T2272|Johansfors|56.686789993468146|15.523173223222955
0862|T2312|Långasjö|56.578672442988186|15.447743697692953
0862|T2468|Vissefjärda|56.53520030354654|15.579713707107832
0880|T2422|Drag|56.77897164734608|16.40724737551876
0880|T2154|Dunö|56.63643136179783|16.26784702681875
0880|T2244|Hagby|56.53991747872286|16.176215242995227
0880|T2248|Halltorp|56.49994519041329|16.102571422869875
0880|T2280|Kalmar|56.669420068422475|16.321778450435563
0880|T2300|Lindsdal|56.73199805691707|16.29626773652075
0880|T2304|Ljungbyholm|56.63189983095641|16.169049620734967
0880|T2316|Läckeby|56.78348101894952|16.294507200968887
0880|T2368|Påryd|56.56939601302296|15.932613318312505
0880|T2376|Rinkabyholm|56.65489528627973|16.26076728546051
0880|T2380|Rockneby|56.80222649476266|16.3501453636173
0880|T2408|Smedby|56.67937320751222|16.239859170039136
0880|T2436|Trekanten|56.698005409235975|16.119591018495395
0880|T2444|Tvärskog|56.62118703152032|16.044091773357138
0880|T2452|Vassmolösa|56.59152471295437|16.1494986162063
0880|T2482|Åmunnen|56.62826822454666|16.236177850145275
0881|T2100|Alsterbro|56.942427183538406|15.91157854495434
0881|T2144|Bäckebo|56.88890636965425|16.07260546348893
0881|T2184|Flerohopp|56.823338906917485|15.875718106687835
0881|T2192|Flygsfors|56.83857712720871|15.780742206901671
0881|T2292|Kristvallabrunn|56.77731661657079|16.047703550270114
0881|T2352|Nybro|56.74289455138715|15.910780007558698
0881|T2356|Orrefors|56.838854968674674|15.745572292099329
0881|T2484|Örsjö|56.699027823491704|15.757192760441017
0882|T2124|Bockara|57.262293108822725|16.067120278759614
0882|T2164|Emsfors|57.146416855255524|16.463745939108524
0882|T2176|Figeholm|57.372622228441145|16.544389337277103
0882|T2204|Fårbo|57.38117343832331|16.486312457338123
0882|T2288|Kristdala|57.40141834726279|16.192834364450444
0882|T2360|Oskarshamn|57.261718649920205|16.447027439553082
0882|T2372|Påskallavik|57.16618839812909|16.45553084947598
0883|T2104|Ankarsrum|57.69895341611069|16.334062439233158
0883|T2156|Edsbruk|58.017908548591734|16.47077916441657
0883|T2212|Gamleby|57.89533402831588|16.402924916050846
0883|T2236|Gunnebo|57.71984836732592|16.532540714242376
0883|T2256|Hjorted|57.620907859652014|16.30616940700421
0883|T2308|Loftahammar|57.90031821236111|16.679897491798155
0883|T2364|Piperskärr|57.779150216893704|16.631869149599133
0883|T2432|Totebo|57.63068263346451|16.188634869970244
0883|T2472|Västervik|57.75632376815913|16.63173082448478
0883|T2488|Överum|57.98936316149382|16.30844263913097
0884|T2196|Frödinge|57.69957170927707|16.003403494505047
0884|T2232|Gullringen|57.80004004120143|15.713823194665377
0884|T2412|Storebro|57.58629828949887|15.841650788541093
0884|T2420|Södra Vi|57.74078550164558|15.80030349888592
0884|T2440|Tuna|57.57639684584705|16.10539367155542
0884|T2460|Vimmerby|57.6686362918657|15.855074213066644
0885|T2132|Borgholm|56.878738881146376|16.697884182907384
0885|T2324|Löttorp|57.1644775286339|16.993216804406536
0885|T2266|Rälla|56.771099976066026|16.57063555238939
0885|T2410|Stora Rör|56.75383777416381|16.54052305962551
0980|T2500|Burgsvik|57.03149462329451|18.27635055615766
0980|T2504|Fårösund|57.85512402624711|19.039380862934937
0980|T2508|Havdhem|57.16243533907302|18.326135686939555
0980|T2512|Hemse|57.23572650603084|18.375294496038954
0980|T2520|Klintehamn|57.387555945861195|18.203876892391595
0980|T2528|Lärbro|57.78470748228021|18.789310795535172
0980|T2506|Norra Visby|57.66090407120553|18.3283213910276
0980|T2532|Romakloster|57.502748721265014|18.455308935091615
0980|T2538|Brissund och Själsö|57.70682689550482|18.375881320810866
0980|T2536|Slite|57.70383790890221|18.799979199992723
0980|T2540|Stånga|57.282834605478655|18.476055044556954
0980|T2542|Tingstäde|57.73414943800105|18.610483319609727
0980|T2544|Tofta|57.489836147958876|18.134284788750332
0980|T2548|Vibble|57.606854939933974|18.239759751469418
0980|T2552|Visby|57.6290019746035|18.30710114521797
0980|T2556|Väskinde|57.689642733703415|18.419585799916632
0980|T2560|Västerhejde|57.58515974068007|18.227687124839946
0980|T2564|Slite norra|57.71865100777284|18.794123761609136
1060|T2628|Gränum|56.231080476821404|14.61030719366051
1060|T2668|Jämshög|56.241131329601295|14.53406555415012
1060|T2684|Kyrkhult|56.35520735844019|14.58949336398222
1060|T2720|Olofström|56.27648220666823|14.528306489335746
1060|T2772|Vilshult|56.35396222847897|14.482476822238485
1080|T2612|Drottningskär|56.114648869405805|15.557840171684871
1080|T2620|Fridlevstad|56.268840738444105|15.545001095782736
1080|T2624|Fågelmara|56.260761906013364|15.948808013786138
1080|T2630|Gängletorp|56.16780102841594|15.744275215418151
1080|T2640|Hasslö|56.1129324212929|15.478680325926359
1080|T2644|Holmsjö|56.41934845887588|15.54141279394813
1080|T2664|Jämjö|56.19187081697514|15.841137596658813
1080|T2680|Karlskrona|56.19220596485441|15.630834784442854
1080|T2686|Kättilsmåla|56.275949482099215|15.737249630989734
1080|T2712|Nättraby|56.20012956192531|15.533727256920175
1080|T2716|Nävragöl|56.37095177452049|15.570806734287082
1080|T2728|Ramdala|56.17632770191461|15.774996793370942
1080|T2736|Rödeby|56.26078072552963|15.621437118777623
1080|T2742|Sjuhalla|56.1898845347011|15.566568931252565
1080|T2738|Skavkulla och Skillingenäs|56.18011952090454|15.514859583783906
1080|T2744|Spjutsbygd|56.31113690522009|15.596504673480283
1080|T2740|Sturkö|56.11293392084382|15.6613781647092
1080|T2760|Torhamn|56.09500217145679|15.849054949190224
1080|T2764|Tving|56.31295463410653|15.461134582990987
1081|T2600|Backaryd|56.34669173991089|15.15271407084769
1081|T2604|Bräkne-Hoby|56.23110759729081|15.118154484871974
1081|T2616|Eringsboda|56.43889497836243|15.365331862206471
1081|T2632|Hallabro|56.39059582178752|15.103130487154683
1081|T2660|Johannishus|56.2252800679909|15.41880950097472
1081|T2672|Kallinge|56.24841364646421|15.287200900602256
1081|T2682|Bökenäs, Korsanäs och Kuggeboda|56.14143743402496|15.375895071112717
1081|T2688|Listerby|56.18309696210322|15.382697920929196
1081|T2732|Ronneby|56.206851273245256|15.279071887589279
1081|T2734|Ronnebyhamn|56.17230293013354|15.283958976117642
1081|T2746|Spjälkö och Saxemara|56.16355827533996|15.223946560059217
1082|T2648|Hällaryd|56.2033985759106|14.945696201573874
1082|T2676|Karlshamn|56.19210061720343|14.852428548629527
1082|T2700|Mörrum|56.191721435696515|14.759614464924745
1082|T2750|Horsaryd och Stilleryd|56.16229378212885|14.821676316027363
1082|T2748|Svängsta|56.26289365499222|14.771679850743258
1082|T2776|Åryd|56.20828879800448|15.009430621333372
1083|T2610|Djupekås|56.06987927553957|14.71742091537606
1083|T2652|Hällevik|56.009226483149085|14.689380632270822
1083|T2656|Hörvik|56.03963437671608|14.76361032422429
1083|T2692|Lörby|56.06832629781268|14.695346558378073
1083|T2696|Mjällby|56.04765003586905|14.683838441242129
1083|T2708|Norje|56.11477271532672|14.68960841272329
1083|T2724|Pukavik|56.15938840474861|14.677978533134334
1083|T2752|Sölvesborg|56.02991647539418|14.574177631784629
1083|T2774|Ysane|56.08775235863398|14.648299699030353
1214|T3340|Billeberga|55.87950745266845|12.998497573751244
1214|T3544|Kågeröd|55.999763338259505|13.087947237352186
1214|T3660|Röstånga|55.99978672185549|13.286979162316369
1214|T3716|Svalöv|55.91406642017545|13.104345541914837
1214|T3744|Teckomatorp|55.86777461054623|13.089228461938863
1214|T3760|Tågarp|55.92496978904382|12.955609546082089
1230|T2814|Bergströmshusen|55.677675447524976|13.17701494400102
1230|T3460|Hjärup|55.67074562627088|13.141017093492108
1230|T3543|Kyrkheddinge|55.64751144017323|13.268605992004876
1230|T3696|Staffanstorp|55.64024307392245|13.209277968709461
1231|T3374|Burlövs egnahem|55.63514960426335|13.100680451113936
1231|T3812|Åkarp|55.65400177142667|13.1109579769284
1233|T3324|Arrie|55.51516389948638|13.083656106346098
1233|T3438|Gessie Villastad|55.49847336334989|12.953655325722158
1233|T3492|Hököpinge|55.49572327603112|13.003193679567179
1233|T3496|Höllviken och Ljunghusen|55.408353318038294|12.95422550494362
1233|T3672|Skanör med Falsterbo|55.395339365098806|12.855139489791108
1233|T3780|Vellinge|55.47464973862336|13.03220359908757
1233|T3800|Västra Ingelstad|55.49381037815903|13.111463171967685
1233|T3832|Östra Grevie|55.46422441111082|13.137903283000725
1256|T2828|Broby|56.25649597856181|14.07639802933241
1256|T2884|Glimåkra|56.305791765472826|14.136771964236207
1256|T2912|Hanaskog|56.160613875546595|14.093078764521858
1256|T2920|Hjärsås|56.20790183947024|14.147307229455627
1256|T2948|Immeln|56.20721942324203|14.247046105491611
1256|T2972|Knislinge|56.19452082990416|14.084156648173312
1256|T3052|Sibbhult|56.26817891643614|14.197926491902763
1257|T2856|Eket|56.24937776580293|13.19449752607553
1257|T3080|Skånes-Fagerhult|56.367365722386275|13.458671513146555
1257|T3188|Åsljunga|56.310943173848244|13.364674548888258
1257|T3208|Örkelljunga|56.28348078253272|13.288125563955802
1260|T3352|Bjuv|56.073313142094634|12.94170286456546
1260|T3392|Ekeby|55.999648697366496|12.962957942439239
1261|T3336|Barsebäck|55.771880833195866|12.956712821323833
1261|T3337|Barsebäckshamn|55.75720944059053|12.907881282139835
1261|T3388|Dösjebro|55.819900328105334|13.02716476461322
1261|T3408|Furulund|55.773307105293895|13.090665213005696
1261|T3464|Hofterup|55.80484894360112|12.979703653965567
1261|T2950|Järavallen|55.79218971972685|12.950082052353846
1261|T3552|Kävlinge|55.796906942148446|13.113935263238616
1261|T3568|Lilla Harrie|55.791410211263496|13.204787520896057
1261|T3592|Löddeköpinge|55.759362658337984|13.007128149226482
1261|T3662|Sandskogen|55.760814504805026|12.981551341906604
1261|T3802|Västra Karaby|55.811185642197835|13.054417941795522
1262|T3356|Bjärred|55.721865653555625|13.027605271008625
1262|T3402|Flädie|55.72626464113041|13.069154554404397
1262|T3576|Lomma|55.674724121864884|13.08012370660055
1263|T3332|Bara|55.58103003315536|13.181401940386396
1263|T3466|Holmeja|55.55427331531495|13.27321590910069
1263|T3532|Klågerup|55.59341291017765|13.248580352719781
1263|T3724|Svedala|55.5135179409771|13.232348815181805
1264|T3300|Abbekås|55.394026647659004|13.596464089293185
1264|T3656|Rydsgård|55.47151624236099|13.582162896759547
1264|T3680|Skivarp|55.42590492768484|13.567964023716298
1264|T3684|Skurup|55.481891464719524|13.504011858151047
1265|T3360|Bjärsjölagård|55.72240840411318|13.686160761948564
1265|T3364|Blentarp|55.58598881246769|13.597871958308527
1265|T2952|Karups sommarby|55.59302023884424|13.637278444796339
1265|T3600|Lövestad|55.65264364739437|13.89148305630907
1265|T3664|Sjöbo|55.63374866842764|13.697008655430125
1265|T3738|Sövde|55.5917085878447|13.660142997630182
1265|T3792|Vollsjö|55.68965216107165|13.796468446264058
1265|T3816|Äsperöd|55.609275251341785|13.917472022554474
1266|T3500|Hörby|55.85092765213368|13.66360138435629
1266|T3636|Osbyholm|55.84885763018759|13.610577160607
1266|T3834|Önneköp|55.78673736993049|13.871300289155046
1267|T3504|Höör|55.909673304991074|13.547305009433837
1267|T3622|Norra Rörum|56.02050455389462|13.510143016956988
1267|T3064|Jularp och Sjunnerup|55.96697067304685|13.562799113600674
1267|T3690|Snogeröd|55.833060590348225|13.490876730610125
1267|T3748|Tjörnarp|55.988886621578274|13.62979768562443
1270|T2836|Brösarp|55.72441283289775|14.102530775970768
1270|T2996|Lunnarp|55.54285533470522|14.043437317191493
1270|T3028|Onslunda|55.59815031024477|14.050884610747056
1270|T3074|Skåne-Tranås|55.61486862117198|13.997228580790342
1270|T3084|Smedstorp|55.55029696252787|14.110401826505285
1270|T3088|Spjutstorp|55.58157358632103|14.015860796906404
1270|T3112|Tomelilla|55.54718011006001|13.947281433691296
1272|T2832|Bromölla|56.075578392414684|14.474036112418354
1272|T2892|Gualöv|56.04645602979457|14.421391788213942
1272|T3020|Nymölla|56.040988428563615|14.480943229012388
1272|T3024|Näsum|56.17401092695567|14.505210447401332
1272|T3136|Valje|56.06265580632688|14.538645280911105
1273|T2956|Killeberg|56.47555329149183|14.094349471090808
1273|T3000|Lönsboda|56.39818215568093|14.318487759109352
1273|T3032|Osby|56.37968341046493|13.994895280355045
1275|T3036|Perstorp|56.13740394791628|13.390573733297087
1276|T2964|Klippan|56.13460756838477|13.147401666015275
1276|T2968|Klippans bruk|56.1201743156579|13.146744231586805
1276|T3534|Krika|56.09478038870812|13.140906819806137
1276|T2992|Ljungbyhed|56.074370230055194|13.240096149537097
1276|T3224|Östra Ljungby|56.20359510247295|13.119312839767867
1277|T2810|Björnås|56.12516604344552|12.963808474501588
1277|T2928|Hyllinge|56.1037770768029|12.864335079581409
1277|T2984|Kvidinge|56.13360680780047|13.054256339042796
1277|T3192|Åstorp|56.130725528398244|12.933840664160345
1278|T2840|Båstad|56.42917700555956|12.878511345296442
1278|T2880|Förslöv|56.354539670130016|12.815791343495196
1278|T2888|Grevie|56.38998676603532|12.775508853038568
1278|T3116|Torekov|56.419701143274565|12.633902956411651
1278|T3172|Västra Karup|56.411109919043774|12.739438224307817
1278|T3220|Östra Karup|56.42608402875741|12.935945605267532
1280|T3372|Bunkeflostrand|55.5447780659805|12.923746926906144
1280|T3604|Malmö|55.59319245011543|13.021417281827892
1280|T3640|Oxie|55.540743428885904|13.092951832469245
1280|T3682|Skumparp|55.53933593503297|12.969585563419827
1280|T3756|Tygelsjö|55.51640537287074|12.997235790996703
1280|T3788|Vintrie|55.55438384075336|12.963244191293533
1281|T3380|Dalby|55.66446040096594|13.356144593634276
1281|T3416|Genarp|55.59907164771343|13.398196055430656
1281|T3584|Lund|55.70831558419668|13.199161531865093
1281|T3648|Revingeby|55.72566977744721|13.463079784844487
1281|T3712|Stångby|55.74943153481775|13.197363069047421
1281|T3732|Södra Sandby|55.717884161912124|13.345256175533244
1281|T3480|Torna Hällestad|55.677969214059935|13.421310167552598
1281|T3768|Vallkärra|55.73737448390974|13.178103306487113
1281|T3776|Veberöd|55.631852845694034|13.498890524880395
1282|T3316|Annelöv|55.828715892239494|13.015381936398352
1282|T3328|Asmundtorp|55.88558037367083|12.948678619765074
1282|T3428|Glumslöv|55.9424531014585|12.807902097514702
1282|T3476|Häljarp|55.853625739348026|12.913119493237529
1282|T3484|Härslöv|55.93204091120174|12.871682010712641
1282|T3542|Kvärlöv|55.837976904569395|12.991832344117233
1282|T3560|Landskrona|55.879417353007454|12.837006501241902
1282|T3718|Saxtorpsskogen|55.828502638000735|12.946016399121087
1282|T3126|Tuna|55.90807176374949|12.695470957239989
1283|T3304|Allerum|56.108860123198376|12.691362693256217
1283|T3376|Bårslöv|56.01026381873195|12.802377554497436
1283|T3384|Domsten|56.115439392582424|12.611997540740344
1283|T2870|Fleninge|56.10897540817353|12.790995605487097
1283|T3412|Gantofta|55.9889135522101|12.801585104309344
1283|T3444|Hasslarp|56.13523134126693|12.813953637290709
1283|T3452|Helsingborg|56.0424087288137|12.720992038126845
1283|T3456|Hittarp|56.09398288991373|12.653087394878625
1283|T3516|Kattarp|56.1415605328759|12.783315304224747
1283|T3620|Mörarp|56.05761087611516|12.877408952519614
1283|T3644|Påarp|56.033816106492026|12.82091167600513
1283|T3652|Rydebäck|55.96523628074554|12.771825674901578
1283|T3764|Tånga och Rögle|56.19097192834559|12.769795868901628
1283|T3766|Utvälinge|56.216522528981244|12.781279443106854
1283|T3772|Vallåkra|55.96251518207744|12.852416391157265
1283|T3820|Ödåkra|56.101628301432775|12.752903208090823
1284|T3320|Arild|56.25962174635417|12.607946845117759
1284|T2866|Farhult|56.221872196664165|12.718187724390434
1284|T3488|Höganäs|56.19600547499561|12.576926636742545
1284|T3508|Ingelsträde|56.18619748952979|12.633389785047818
1284|T3512|Jonstorp|56.23379749098609|12.67184473695078
1284|T3612|Mjöhult|56.175858721838324|12.681589535517979
1284|T3616|Mölle|56.284215205118805|12.497229011907994
1284|T3784|Viken|56.1510007323766|12.57860163430859
1285|T3348|Billinge|55.96164830836049|13.333522368002962
1285|T3396|Eslöv|55.83861284776348|13.299934929914764
1285|T3400|Flyinge|55.75213906261522|13.3658912757284
1285|T3436|Gårdstånga|55.762515630622865|13.31378372989158
1285|T3440|Harlösa|55.71681886621874|13.52619887123747
1285|T3472|Hurva|55.79618717099998|13.440283196390045
1285|T3540|Kungshult|55.85287037032412|13.412628112812707
1285|T3588|Löberöd|55.77647589827094|13.518415410209409
1285|T3608|Marieholm|55.863149712995536|13.163222283376003
1285|T3700|Stehag|55.90154809179522|13.395172659475229
1285|T3704|Stockamöllan|55.944979315120655|13.367819032387617
1285|T3830|Väggarp|55.78641194927862|13.241986975309317
1285|T3828|Örtofta|55.7811176344074|13.257055796085494
1286|T3424|Glemmingebro|55.45086531539352|14.019718137119275
1286|T3448|Hedeskoga|55.45167184527868|13.798664778098182
1286|T3556|Köpingebro|55.45609279645621|13.935508341597288
1286|T3596|Löderup|55.43762767728872|14.112621548910395
1286|T3632|Nybrostrand|55.43386597792348|13.945462899430128
1286|T3708|Stora Herrestad|55.47586751618359|13.875739705137415
1286|T3720|Svarte|55.43081338907946|13.713720815607553
1286|T3740|Sövestad|55.500910151072574|13.797007738701286
1286|T3138|Rynge och Vallösa|55.464104960876334|13.65977595712421
1286|T3808|Ystad|55.434623217534245|13.825371817155638
1287|T3308|Alstad|55.45284575803582|13.208907201784731
1287|T3312|Anderslöv|55.43781612858452|13.318251093595181
1287|T3338|Beddingestrand|55.35931398526509|13.42420570114902
1287|T3528|Klagstorp|55.39316323899348|13.373043163566642
1287|T3538|Kurland|55.37725294896788|13.08499535615506
1287|T3676|Skegrie|55.4074297324226|13.076174729043919
1287|T3688|Smygehamn|55.343891290819926|13.36799880655118
1287|T3752|Trelleborg|55.3723502161804|13.18120324537501
1287|T3806|Västra Tommarp|55.3970766156336|13.102671524967366
1290|T2800|Arkelstorp|56.17335363995033|14.28462531306132
1290|T2808|Balsby|56.07591280994206|14.213990230596641
1290|T3354|Bjärlöv|56.11832403682745|14.085002576373908
1290|T2844|Bäckaskog|56.04495504527289|14.333990126673491
1290|T2848|Degeberga|55.82648616910698|14.08370800666429
1290|T2864|Everöd|55.90057056854795|14.096868438270809
1290|T2872|Fjälkinge|56.04196914514881|14.274521653883067
1290|T2876|Färlöv|56.072629431029604|14.088013300999428
1290|T2896|Gärds Köpinge|55.93766967057041|14.156166700429388
1290|T2904|Hammar|56.03016007119932|14.20834092196049
1290|T2906|Hammarslund|56.01798211777213|14.194007934001514
1290|T2924|Huaröd|55.84053030437612|13.970045211190868
1290|T2980|Kristianstad|56.02063447852125|14.125657184054067
1290|T2988|Linderöd|55.93247083445318|13.822534847322624
1290|T3018|Nyehusen och Furuboda|55.84800339536553|14.220129227015207
1290|T3040|Rinkaby|55.98368107056985|14.271285848957435
1290|T3108|Tollarp|55.93456990093287|13.977092236537574
1290|T3156|Vinnö|56.054004888659854|14.08827623560971
1290|T3170|Vittskövle|55.85784559103194|14.147433360612578
1290|T3174|Vånga|56.1599680835869|14.376230584596472
1290|T3180|Yngsjö|55.88109193713969|14.242373068818653
1290|T3184|Åhus|55.928532902970026|14.295048026316781
1290|T3200|Önnestad|56.05475910093548|14.024735208258225
1290|T3216|Österslöv|56.096011941757524|14.245584839334416
1290|T3228|Östra Sönnarslöv|55.8857506024564|14.015611977510467
1291|T2812|Baskemölla|55.59196231559829|14.31585051197524
1291|T2820|Borrby|55.45707007588313|14.180404850526848
1291|T2824|Brantevik|55.51630584294514|14.344561727611502
1291|T2900|Gärsnäs|55.5456296954213|14.184823694820043
1291|T2908|Hammenhög|55.50270475748121|14.153192180731104
1291|T2960|Kivik|55.68509541308283|14.22025697515436
1291|T3048|Sankt Olof|55.63884458356955|14.126697798132604
1291|T3060|Simrishamn|55.550793272533035|14.347887265017919
1291|T3072|Skillinge|55.453202320256324|14.261710896067191
1291|T3152|Vik|55.613014370978476|14.28871697415787
1291|T3164|Vitaby|55.67806954869294|14.155212148857768
1291|T3232|Östra Tommarp|55.535320863801104|14.237562694623517
1291|T3236|Östra Vemmerlöv|55.593338217871846|14.223965773034257
1292|T2916|Hjärnarp|56.31739645016284|12.92179519348862
1292|T2986|Lerbäckshult och Tullstorp|56.335178329449455|12.972048584784766
1292|T3010|Margretetorp|56.3354731590893|12.89173975690146
1292|T3012|Munka-Ljungby|56.25950001948256|12.972501814742971
1292|T3100|Strövelstorp|56.16486116498264|12.835850719294383
1292|T3102|Svenstorp|56.341869751562655|12.930529057510462
1292|T3132|Toarp och Tåstarp|56.278440822133234|12.950482876658404
1292|T3196|Ängelholm|56.26716785272735|12.843965289624292
1292|T3198|Havsbaden|56.25894836318417|12.839535267888051
1292|T3210|Össjö|56.22848762991408|13.033219278228403
1293|T2804|Ballingslöv|56.21420931051434|13.846000277935909
1293|T2816|Bjärnum|56.29420315905221|13.710979802105035
1293|T2860|Emmaljunga|56.39621549809933|13.65118505541128
1293|T2868|Finja|56.16947901899899|13.691614584807175
1293|T2936|Hässleholm|56.15938649274351|13.77835954188848
1293|T2940|Hästveda|56.286112911413504|13.935657865616601
1293|T2946|Hörja|56.205333903861465|13.591232314764264
1293|T3008|Mala|56.24125890557178|13.7107742645769
1293|T3044|Röke|56.24194604364516|13.527567941209211
1293|T3062|Sjörröd|56.13995776954936|13.730904375859483
1293|T3096|Stoby|56.17771485903769|13.828279936482778
1293|T3104|Sösdala|56.04042319196532|13.678632900668816
1293|T3120|Tormestorp|56.11349704695248|13.745156163143657
1293|T3128|Tyringe|56.159020617973084|13.60302386933138
1293|T3140|Vankiva|56.20009329039271|13.742765208678238
1293|T3160|Vinslöv|56.098617037403926|13.906787476557337
1293|T3168|Vittsjö|56.334724921773464|13.659954818100186
1315|T3992|Hyltebruk|57.00019704887735|13.240722243683441
1315|T3996|Kinnared|57.024485562958176|13.113700512511663
1315|T4032|Landeryd|57.07763782814814|13.276110644940651
1315|T4068|Rydöbruk|56.9579544234324|13.130878776465224
1315|T4116|Torup|56.952365050914054|13.0745907796023
1315|T4144|Unnaryd|56.95534966176009|13.528558298861377
1380|T3916|Eldsberga|56.598266770340096|12.988711844208908
1380|T3934|Frösakull|56.6678583461576|12.732618258064361
1380|T3940|Getinge|56.8166152309123|12.732158548529865
1380|T3948|Gullbrandstorp|56.7042569246642|12.733238852095228
1380|T3952|Gullbranna|56.58680822939567|12.948492879955444
1380|T3960|Halmstad|56.65839051597939|12.900370879345502
1380|T3964|Harplinge|56.744908575781196|12.727584991256643
1380|T3972|Haverdal|56.730300876654994|12.658428876193604
1380|T3988|Holm|56.73117622852145|12.863159363138177
1380|T4016|Kvibille|56.78190733084798|12.83262564616804
1380|T4034|Laxvik|56.602491776072185|12.919961838915063
1380|T4056|Oskarström|56.80505798741622|12.963397018521684
1380|T4076|Sennan|56.77333678518098|12.980500152561344
1380|T4080|Simlångsdalen|56.72199205838244|13.132111130517655
1380|T4084|Skedala|56.69459438872382|12.975687985344779
1380|T4106|Steninge|56.76899772425454|12.630341161725575
1380|T4124|Trönninge|56.61892537850767|12.943050765198967
1380|T4176|Villshärad|56.6946650528563|12.695857360080469
1380|T4192|Åled|56.743294751010474|12.950125676130376
1381|T3936|Genevad|56.568583824384895|13.03186061114184
1381|T3968|Hasslöv|56.412153688371575|13.006746752219883
1381|T3984|Hishult|56.426806076951586|13.312322165461458
1381|T4000|Knäred|56.51861326668407|13.324237894014837
1381|T4028|Laholm|56.50406914610963|13.03908870837103
1381|T4036|Lilla Tjärby|56.52700122147172|13.056764884102419
1381|T4044|Mellbystrand|56.485599202534566|12.939568707981385
1381|T4072|Ränneslöv|56.452305577890726|13.073351789274684
1381|T4092|Skottorp|56.450283799731004|12.958698053567506
1381|T4148|Vallberga|56.466942705554004|13.025792112797586
1381|T4164|Veinge|56.55228641078889|13.07164167942867
1381|T4184|Våxtorp|56.41678107677656|13.120088577376734
1381|T4190|Ysby|56.4923420221904|13.117472844578097
1382|T3908|Bergagård|56.98182410236838|12.574646998901622
1382|T3920|Falkenberg|56.90141671297127|12.49708555675609
1382|T3924|Fegen|57.10491323351156|13.038730218920533
1382|T3944|Glommen|56.93467184562523|12.36689344128408
1382|T3976|Heberg|56.88221091198797|12.623572340488877
1382|T4020|Köinge|57.06210287757188|12.640042370369725
1382|T4048|Långasand och Ugglarp|56.832478094350144|12.60197044202294
1382|T4040|Långås|56.97662305862154|12.449184389017383
1382|T4052|Morup|56.98024958811826|12.397072332847463
1382|T4096|Skrea|56.87207738810657|12.546164318169735
1382|T4104|Slöinge|56.85370632193037|12.694091315531777
1382|T4140|Ullared|57.13669510695093|12.716975117572298
1382|T4168|Vessigebro|56.9786198247222|12.659284047071337
1382|T4180|Vinberg|56.94968098183103|12.54394361269828
1382|T4182|Vinbergs kyrkby|56.93555147312965|12.53425303361336
1382|T4196|Årstad|56.91719505466534|12.67944724938711
1382|T4212|Älvsered|57.24088690165859|12.865517587799701
1382|T4216|Ätran|57.122657361679465|12.946552049004259
1383|T3912|Bua|57.230476081826104|12.115270389075656
1383|T3942|Getterön|57.120953441897235|12.209536448596689
1383|T3982|Himle|57.0723931189807|12.366001437985915
1383|T3994|Hunnestad|57.10127596701456|12.35949318311252
1383|T4012|Kungsäter|57.30755317290239|12.566798559008006
1383|T4024|Nordvära och Källstorp|57.271334819516944|12.193833642783206
1383|T4060|Rolfstorp|57.1463053535996|12.454393591815274
1383|T4100|Skällinge|57.181980974588434|12.468488540210103
1383|T4112|Tofta|57.16424004120095|12.27585121912761
