Kommunkod|Tätortskod|Tätortsbeteckning|lat|lng
0125|T0266|Sundby|59.28897577345754|17.720420434597386
0125|T0362|Söderby|59.38251774989922|17.58533973641499
0125|T0378|Tureholm|59.31594930806603|17.718252501048823
0125|T0414|Älvnäs|59.28734275349089|17.767197702382855
0125|T0424|Ölsta|59.4089851188209|17.678473814729298
0126|T0178|Gladö kvarn|59.19261239861439|17.98390144237054
0126|T0394|Vidja|59.19688371182801|18.060264588495357
0126|T0406|Östorp och Ådran|59.15105197534398|18.01304571171246
0127|T0282|Norra Riksten|59.18479873123729|17.914052829386865
0127|T0298|Sibble|59.11231066497391|17.74932811853037
0127|T0372|Tumba|59.19355105184103|17.823302819813854
0127|T0396|Vårsta|59.16717913038419|17.78959150139356
0136|T0132|Dalarö|59.15576597635674|18.44455821985666
0136|T0258|Norra Muskö|59.01872989649251|18.157377844453745
0136|T0200|Jordbro|59.14542287916855|18.125300167653037
0136|T0238|Muskö|58.99685015509412|18.13281843654716
0136|T0430|Gansta och Söderby|59.05602111988338|18.068564052062545
0136|T0402|Väländan|59.11342578251376|17.988980246573107
0136|T0404|Västerhaninge|59.11499203658976|18.070430543328712
0136|T0434|Årsta Havsbad|59.08424276929204|18.158213705888837
0139|T0112|Bro|59.51343429982885|17.64308822297683
0139|T0124|Brunna|59.50843184255378|17.74757066567347
0139|T0190|Håbo-Tibble kyrkby|59.566983169495984|17.677513276422236
0139|T0220|Kungsängen|59.483492661786734|17.735863723947784
0139|T0286|Rättarboda|59.4995146860673|17.61057973085796
0140|T0158|Finkarby|59.22455254229861|17.310355888068777
0140|T0260|Nykvarn|59.17535260353935|17.432645339348273
0140|T0382|Stensättra tomtområde|59.232416192832424|17.40096232343524
0160|T0114|Arninge|59.466341387778684|18.12992071705464
0162|T0368|Tranholmen|59.37507806881798|18.088694093149492
0163|T0384|Upplands Väsby och Sollentuna|59.422401866038584|17.938852198721847
0180|T0336|Stockholm|59.31008898843738|18.046323782159067
0181|T0148|Ekeby|59.254340700188685|17.51955147123218
0181|T0196|Hölö|59.02217463414742|17.53591244305747
0181|T0204|Järna|59.09087297047741|17.559176754721857
0181|T0444|Kallfors|59.10530984146807|17.546017318700546
0181|T0244|Mölnbo|59.05167536557983|17.42828754162731
0181|T0344|Nibble|59.06108611863374|17.627105803044493
0181|T0272|Pershagen|59.15207995333466|17.65741464978323
0181|T0310|Sandviken|59.26839740421423|17.50112648114772
0181|T0356|Södertälje|59.19438580117809|17.599002049179738
0181|T0374|Tuna|59.25458926696384|17.48137799044664
0181|T0390|Vattubrinken|59.241409126264145|17.57520593893204
0181|T0398|Viksäter och Viksberg|59.23839640008689|17.61720448226249
0181|T0428|Östra Kallfors|59.11027058905141|17.56511302177621
0182|T0156|Fisksätra|59.292074167767005|18.255186712089845
0182|T0192|Hästhagen|59.29838715826088|18.155775827134267
0182|T0212|Kil|59.33437704277594|18.32666038687737
0182|T0296|Saltsjöbaden|59.280361939837796|18.292406130728303
0182|T0436|Älgö|59.26521834525023|18.343134072441515
0186|T0228|Lidingö|59.36415549594592|18.13104242138758
0186|T0332|Sticklinge udde|59.38507709430576|18.11111227916534
0187|T0222|Kullö|59.41189310530328|18.306885703012167
0187|T0276|Resarö|59.43081267078067|18.344208652464822
0187|T0268|Rindö|59.39371699428176|18.401010561255074
0187|T0446|Skarpö|59.40908342514153|18.383141775962223
0187|T0432|Tynningö|59.370091782589746|18.41084682300759
0187|T0392|Vaxholm|59.40431773944529|18.331917274769697
0188|T0100|Bergshamra|59.62529927567301|18.63460977082705
0188|T0126|Blidö|59.614059968070364|18.89507443783228
0188|T0144|Edsbro|59.88782556747403|18.481706234349023
0188|T0164|Finsta|59.7372559458268|18.494826710943304
0188|T0168|Grisslehamn|60.10028620149866|18.816302975721737
0188|T0206|Nabbo, Gräddö och Rävsnäs|59.763598472095794|19.03376463499636
0188|T0176|Hallstavik|60.047338593570956|18.59833672508918
0188|T0184|Herräng|60.13740327458985|18.628778490884624
0188|T0442|Hästängen och Mora|59.638668282886925|18.66675168076617
0188|T0252|Norrtälje|59.75971279570878|18.7057202809689
0188|T0346|Nysättra|59.81290303603806|18.895814044380312
0188|T0278|Riala|59.62951306570325|18.523186190828294
0188|T0280|Rimbo|59.74437472096791|18.358475117384852
0188|T0294|Rånäs|59.803397049167515|18.30266138198442
0188|T0308|Skebobruk|59.96594264938208|18.609824308102564
0188|T0322|Spillersboda|59.704203158668946|18.856100418876018
0188|T0348|Svanberga|59.84349923934711|18.666544017588013
0188|T0400|Sättra|59.626052784349|18.443096544794102
0188|T0352|Söderby-Karl|59.89185287557022|18.695006884768574
0188|T0354|Södersvik|59.74149487175708|18.922432977948915
0188|T0412|Älmsta|59.968903409699585|18.808097199149497
0191|T0188|Granby|59.65691327349752|17.63030097637877
0191|T0240|Märsta|59.62317689178712|17.838642317032644
0191|T0284|Rosersberg|59.57073328162699|17.879223449016596
0191|T0300|Sigtuna|59.61963192246131|17.72332859833803
0191|T0380|Ölsta och Steningehöjden|59.622875745502185|17.800871595118895
0192|T0364|Grödby|59.052531996036386|17.872294070437075
0192|T0226|Landfjärden|59.035457437863336|17.98989331173838
0192|T0254|Lidatorp och Klövsta|58.95595245751488|17.911217303178713
0192|T0264|Nynäshamn|58.90756096838446|17.94457479918194
0192|T0330|Segersäng|59.02665241882197|17.932445587139505
0192|T0320|Sorunda|59.02059636357191|17.828189841834355
0192|T0340|Stora Vika|58.95685758924013|17.78649119967403
0192|T0386|Oxnö och Svärdsö|58.87306151699252|17.836625233060925
0192|T0420|Ösmo|58.9852502119817|17.895463671910427
0305|T0520|Bålsta|59.551208242466444|17.504093424600423
0305|T0522|Vibyäng|59.55058194030077|17.48321741794064
0305|T0570|Häggeby och Vreta|59.65685472590642|17.54310778545836
0305|T0584|Krägga|59.607750283953315|17.404545127952378
0305|T0618|Råby|59.535378625320654|17.499380626187715
0305|T0630|Skörby|59.57055711022231|17.480174091309284
0305|T0626|Slottsskogen|59.690992139263884|17.607737799895148
0305|T0638|Söderskogen|59.67795354796516|17.589723037045975
0319|T0552|Gårdskär|60.61007673536756|17.576602265547162
0319|T0600|Marma|60.490476813861974|17.425596207442382
0319|T0616|Skutskär|60.63438676598818|17.404766810576895
0319|T0664|Älvkarleby|60.567306524812956|17.44967584095034
0319|T0670|Älvkarleö|60.53808458429587|17.41572144206709
0330|T0504|Alsike|59.75323911111595|17.773321499470484
0330|T0576|Knivsta|59.72538796878225|17.794000568852187
0330|T0658|Edeby|59.710723498565805|17.71963380889794
0331|T6228|Harbo|60.10522852734438|17.198166980946937
0331|T6232|Heby|59.94074149229218|16.856242949173147
0331|T6276|Morgongåva|59.93393305866993|16.96355230087432
0331|T6352|Tärnsjö|60.15765895944708|16.931980547408855
0331|T6368|Vittinge|59.9042728874856|17.060152464500675
0331|T6384|Östervåla|60.182027988057094|17.179134269448802
0360|T0572|Karlholmsbruk|60.51641785770933|17.647276994460917
0360|T0604|Mehedeby|60.45036694781604|17.4028918287885
0360|T0608|Månkarbo|60.2282219794002|17.462136264054788
0360|T0624|Skärplinge|60.471296595748875|17.753551413591
0360|T0636|Söderfors|60.38572396115954|17.241440249931884
0360|T0640|Tierp|60.34765791176361|17.516999755522832
0360|T0648|Tobo|60.26013472077518|17.65391687583402
0360|T0652|Upplanda|60.22944277073113|17.72889013547949
0360|T0672|Örbyhus|60.226882634629575|17.702992520267692
0380|T0500|Almunge|59.876259953668175|18.040583716558313
0380|T0512|Björklinge|60.03065036515188|17.54195651558964
0380|T0650|Blackstalund|59.96561581451921|17.375761610661105
0380|T0514|Jälla|59.90711085821237|17.728586498608085
0380|T0524|Bälinge|59.949645119722945|17.53678703501958
0380|T0526|Bärby|59.85814527129348|17.817296558565168
0380|T0530|Danmark|59.83172118229641|17.747186224340656
0380|T0538|Funbo|59.85418182464455|17.868507316155988
0380|T0548|Gunsta|59.84843570149473|17.834725719320584
0380|T0556|Gåvsta|59.94238828116901|17.878778930121804
0380|T0566|Håga|59.83846680010407|17.575837562557837
0380|T0568|Järlåsa|59.88558940994881|17.200154915137084
0380|T0580|Knutby|59.90866555752827|18.265684757086905
0380|T0590|Läby|60.09268492386395|17.55858878225386
0380|T0592|Länna|59.87366955344288|17.961869123414974
0380|T0596|Lövstalöt|59.95740241131996|17.57826048254891
0380|T0598|Selknä och Marielund|59.838398989654074|17.87491447034562
0380|T0606|Ramstalund|59.79926553754346|17.44332073230271
0380|T0620|Skyttorp|60.079549995631275|17.73977340795437
0380|T0622|Skölsta|59.876098320632906|17.747507037874104
0380|T0628|Storvreta|59.956774793855296|17.703380013571675
0380|T0632|Sävja|59.81468879471623|17.716795493868215
0380|T0654|Ultuna|59.8164491804353|17.657462487191278
0380|T0656|Uppsala|59.84975823578853|17.638940878760252
0380|T0660|Vattholma|60.01515106981009|17.737131587098023
0380|T0666|Vårdsätra|59.79417514997256|17.618609071444265
0380|T0516|Vänge|59.858636842887265|17.43658381507304
0380|T0662|Ytternäs och Vreta|59.77643700069761|17.604764372113053
0381|T0612|Bredsand|59.57567671151371|17.084507300722137
0381|T0532|Enköping|59.64028160320074|17.072528091293236
0381|T0536|Fjärdhundra|59.776672935201624|16.928494060546722
0381|T0544|Grillby|59.626027253446466|17.257864809265453
0381|T0558|Haga|59.60347249588689|17.051297928805017
0381|T0564|Hummelsta|59.626723167688816|16.94379249627903
0381|T0588|Lillkyrka|59.558579000348615|17.244938440467234
0381|T0680|Örsundsbro|59.7342967292274|17.308222197366344
0381|T0682|Örsundsbro norra|59.74274571856833|17.326282164380366
0382|T0508|Alunda|60.066370535874476|18.076609698627824
0382|T0528|Dannemora|60.2071617819737|17.866815693457784
0382|T0540|Gimo|60.172242793675|18.18029861507801
0382|T0560|Hargshamn|60.16961855356981|18.466726777813076
0382|T0614|Skoby|60.027618456086074|18.01963818671928
0382|T0676|Öregrund|60.33037621903275|18.4455698430304
0382|T0684|Österbybruk|60.19723228375133|17.8966294160174
0382|T0688|Östhammar|60.25860888668695|18.36348549839861
0428|T0704|Baggetorp|59.00849554942993|16.06021214310649
0428|T0776|Högsjö|59.02668943152296|15.668731097266743
0428|T0808|Läppe|59.13155154494186|15.810314368490914
0428|T0802|Marmorbyn|59.046378875689875|16.070041774071267
0428|T0904|Vingåker|59.04390615943301|15.872632470373254
0461|T0724|Björnlunda|59.063488874625975|17.158157253648863
0461|T0752|Gnesta|59.04675647053139|17.307576966204458
0461|T0860|Stjärnhov|59.08047178259814|17.00220906784809
0480|T0702|Arnö|58.72674805840464|17.023218900367308
0480|T0708|Bergshammar|58.74049864614496|16.912833990315825
0480|T0728|Buskhyttan|58.662359071811004|16.941779034220563
0480|T0736|Enstaberga|58.75094072783483|16.854187789959678
0480|T0780|Jönåker|58.745707358130254|16.72582922870895
0480|T0794|Kvegerö|58.92300426588918|17.377302881270094
0480|T0812|Nyköping|58.758238241479084|17.018461733909376
0480|T0816|Nävekvarn|58.632269614039764|16.795473404115533
0480|T0828|Runtuna|58.87621591411351|17.07978886912925
0480|T0832|Sjösa|58.77295890977779|17.08862566327992
0480|T0838|Skeppsvik och Sjöskogen|58.62681192119045|16.83150095502491
0480|T0854|Stavsjö|58.7294914548771|16.436005680234647
0480|T0856|Stigtomta|58.80264216241756|16.78254394322083
0480|T0876|Svalsta|58.74273830934027|16.8697880966795
0480|T0888|Tystberga|58.8514444055665|17.239553176735047
0480|T0908|Vrena|58.861301355459|16.700524796759456
0480|T0916|Ålberga|58.72470024689708|16.582057969505854
0481|T0778|Inskogen|58.68789601579045|17.044691696494475
0481|T0820|Oxelösund|58.67021161901731|17.11446991721205
0482|T0712|Bettna|58.90613140719146|16.642342236956438
0482|T0744|Flen|59.05835350681188|16.59214403099853
0482|T0768|Hälleforsnäs|59.15288266959949|16.50076080066734
0482|T0796|Malmköping|59.13544072492257|16.722156401020488
0482|T0804|Mellösa|59.10284324628336|16.559511420848956
0482|T0822|Orrhammar|59.080172543336424|16.55726118680106
0482|T0836|Skebokvarn|59.06293293109915|16.709385012370905
0482|T0848|Sparreholm|59.07362297820945|16.823408636225334
0483|T0716|Bie|59.08838353161911|16.20920371297109
0483|T0720|Björkvik|58.83753249165318|16.517474407658238
0483|T0748|Forssjö|58.95372081504856|16.294850725712063
0483|T0784|Katrineholm|58.9918594934742|16.20143264816145
0483|T0844|Sköldinge|59.03026999791922|16.45345782352524
0483|T0864|Strångsjö|58.90374607049875|16.191134191563524
0483|T0900|Valla|59.020005112435435|16.376836948718985
0483|T0924|Äsköping|59.1466740271735|16.066579867508704
0484|T0700|Alberga|59.28066930439153|16.1140819097989
0484|T0730|Bälgviken|59.24892546253841|16.45809122628942
0484|T0740|Eskilstuna|59.34870443540389|16.449036626640524
0484|T0756|Hållsta|59.293520873435554|16.45394116971879
0484|T0760|Hällberga|59.31990787301563|16.597471171042685
0484|T0764|Hällbybrunn|59.39326393345427|16.4235377623204
0484|T0788|Kjulaås|59.388733401255855|16.677796499625053
0484|T0786|Kullersta, Kolsta och Hensta|59.43688820809946|16.53366827699231
0484|T0842|Skiftinge|59.39292603144425|16.541049995725388
0484|T0870|Sundbyholm|59.43743851991902|16.61759142257415
0484|T0880|Torshälla|59.419027790078694|16.477241497565938
0484|T0886|Tumbo|59.42704314241601|16.33948294036398
0484|T0892|Udden|59.431552260156394|16.42265978551534
0484|T0920|Ärla|59.27757436447411|16.687329986428725
0486|T0699|Abborrberget|59.38001283410472|17.049314616998767
0486|T0722|Björktorp och Sanda|59.423815104459656|16.988201429865924
0486|T0772|Härad|59.36064779233487|16.903392131841617
0486|T0782|Kalkudden|59.26719388851504|17.280059478199554
0486|T0800|Mariefred|59.265234951351324|17.217179446341543
0486|T0798|Marielund|59.24995431123711|17.179950851175704
0486|T0806|Merlänna|59.280495811064014|16.982276995431906
0486|T0852|Stallarholmen|59.35862566639791|17.198143590870103
0486|T0868|Strängnäs|59.364647989333896|17.022537184207145
0486|T0890|Husby och Tuna|59.36273839422447|17.244638209014973
0486|T0902|Vansö kyrkby|59.40471768461905|16.941081835837274
0486|T0912|Åkers styckebruk|59.2541431271002|17.103388942281537
0488|T0898|Sund|58.96404764108217|17.408238893245898
0488|T0884|Trosa|58.901476280890506|17.56033039196848
0488|T0896|Vagnhärad|58.9467555929172|17.47284026996935
0488|T0910|Västerljung|58.921376188111054|17.45007221113831
0488|T0928|Öbolandet|58.879980404651135|17.567764736472803
0509|T1108|Hästholmen|58.27853688931473|14.642042015607084
0509|T1332|Ödeshög|58.23086128314002|14.654969476249684
0512|T1092|Hestra|57.95512140942361|15.072419276415959
0512|T1228|Rydsnäs|57.79841153422755|15.150569474312054
0512|T1336|Österbymo|57.8255016995073|15.278417641995903
0513|T1100|Horn|57.9005532367366|15.841745576700236
0513|T1132|Kisa|57.98569973137004|15.63048505716745
0513|T1220|Rimforsa|58.13711183656106|15.683004531506958
0560|T1040|Boxholm|58.19379223940444|15.048375968885004
0560|T1264|Strålsnäs|58.2339292750342|15.086882161479899
0561|T1012|Berg|58.21606030569634|16.03265745383735
0561|T1024|Björsäter|58.3350771257618|16.0224468583125
0561|T1048|Falerum|58.14393385373904|16.210143045714066
0561|T1072|Grebo|58.30032235991371|15.871094233621177
0561|T1328|Åtvidaberg|58.200397943124464|15.997255809498007
0562|T1032|Borggård|58.72997207256506|15.555171092192259
0562|T1206|Butbro|58.71417094009595|15.842304849926084
0562|T1052|Falla|58.68249819285653|15.749953915176787
0562|T1056|Finspång|58.70485265195249|15.809373882008357
0562|T1080|Grytgöl|58.802165531215635|15.568957823284512
0562|T1104|Hällestad|58.72777827029307|15.572147115875676
0562|T1116|Igelfors|58.8466178645237|15.696328577011842
0562|T1164|Ljusfallshammar|58.790543837398914|15.485445442867233
0562|T1168|Lotorp|58.73614555035135|15.823315624438813
0562|T1216|Rejmyre|58.829586215229874|15.929422748457606
0562|T1256|Sonstorp|58.72154757954837|15.634948492721753
0563|T1076|Gryt|58.19074100639025|16.80950156051825
0563|T1084|Gusum|58.266672102083106|16.493859608005298
0563|T1224|Ringarum|58.33272889056884|16.445733580134082
0563|T1304|Valdemarsvik|58.199713543627624|16.594024775149116
0580|T1004|Askeby|58.407728125731936|15.848517553441054
0580|T1008|Bankekind|58.37597373549393|15.825647073177066
0580|T1016|Bergs slussar|58.48763497635398|15.527810521883065
0580|T1020|Bestorp|58.23341769019358|15.73166792497072
0580|T1044|Brokind|58.21664163974016|15.680871542105894
0580|T1050|Ekängen|58.47015195176919|15.639461354880853
0580|T1068|Gistad|58.46634823304366|15.892870511432166
0580|T1142|Kränge|58.44094222314293|15.471886763577654
0580|T1148|Linghem|58.43114602939859|15.789126468597932
0580|T1152|Linköping|58.40941405509852|15.625662053483591
0580|T1160|Ljungsbro|58.50628643425435|15.50401349406959
0580|T1172|Malmslätt|58.41378617153611|15.519551175322512
0580|T1200|Nykil|58.28740437150177|15.448336070184846
0580|T1212|Rappestad|58.40023775433618|15.417499441457165
0580|T1236|Sjögestad|58.36496260171963|15.372301125165196
0580|T1238|Skeda udde|58.28979149858247|15.560442189741991
0580|T1252|Slaka|58.363904684545254|15.563513496746369
0580|T1272|Sturefors|58.334492701677135|15.723628437876968
0580|T1288|Tallboda|58.42711416365555|15.697566022207711
0580|T1296|Ulrika|58.125448556938096|15.431105190987518
0580|T1308|Vikingstad|58.382249845837535|15.433053714372408
0580|T1318|Västerlösa|58.42084887641851|15.338891686979743
0581|T1018|Berga|58.59796075546285|16.25225198048572
0581|T1058|Djurön|58.630773924747494|16.33864924471096
0581|T1046|Eksund|58.58998931138536|16.083649831449353
0581|T1074|Graversfors|58.69200244908864|16.154310483927674
0581|T1088|Herstadberg|58.6270467076416|16.177896155866435
0581|T1128|Kimstad|58.54901784773632|15.966005251445411
0581|T1140|Krokek|58.6723019678958|16.367417516327393
0581|T1146|Kvarsebo och Säter|58.63959893166126|16.627395887610145
0581|T1144|Lindö|58.60666767866814|16.255609767562444
0581|T1156|Ljunga|58.576222291279706|16.30566294479925
0581|T1178|Marby och Marbystrand|58.60291302791718|16.29010164169018
0581|T1192|Norrköping|58.57933211152706|16.149326160443827
0581|T1196|Norsholm|58.50538924543304|15.972426114897406
0581|T1232|Simonstorp|58.785278072541004|16.154411981406753
0581|T1248|Skärblacka|58.580000443519566|15.897259125487798
0581|T1276|Svärtinge|58.65027265941911|16.0315793102166
0581|T1324|Åby|58.665167848221074|16.17478464110915
0581|T1330|Öbonäs|58.54373727836075|16.200269714276583
0581|T1344|Östra Husby|58.576065170204146|16.55838881724531
0582|T1162|Luddingsbo|58.508689050878665|16.130985332153433
0582|T1184|Mogata|58.45217862850152|16.450803053782906
0582|T1170|Snöveltorp|58.50243865942158|16.157056887249645
0582|T1284|Söderköping|58.4750086681259|16.32670233760793
0582|T1320|Västra Husby|58.4849325333493|16.174833808365197
0582|T1348|Östra Ryd|58.40465966781058|16.164802680453146
0583|T1028|Borensberg|58.553972017302385|15.283107485069301
0583|T1060|Fornåsa|58.47894995615795|15.229466776863108
0583|T1064|Fågelsta|58.45718852460551|15.04265351614029
0583|T1136|Klockrike|58.49752039586832|15.336747686948888
0583|T1188|Motala|58.54416568318175|15.036866639122175
0583|T1204|Nykyrka|58.62184695400267|14.97374355680126
0583|T1292|Tjällmo|58.715346195376654|15.362102410277632
0583|T1322|Västanvik|58.6857100523834|14.941285022276666
0583|T1340|Österstad|58.519551554573425|15.174401735453223
0584|T1300|Vadstena|58.44509231620343|14.897128758589293
0586|T1096|Hogstad|58.330921186454304|15.03022391397011
0586|T1176|Mantorp|58.35360832725063|15.285466458598052
0586|T1180|Mjölby|58.332132933521706|15.131162663263359
0586|T1244|Skänninge|58.39213089867382|15.087698558409109
0586|T1260|Spångsholm|58.35286122473877|15.23792627271842
0586|T1280|Sya|58.33473260817346|15.225098727600912
0586|T1316|Väderstad|58.313855664338845|14.924937422576512
0604|T1404|Aneby|57.83499557861775|14.8086924296268
0604|T1480|Frinnaryd|57.934688829899116|14.820574420985801
0604|T1684|Sundhultsbrunn|57.92932524863943|14.914040573588137
0617|T1488|Gnosjö|57.3532488414021|13.740898802303947
0617|T1508|Hillerstorp|57.31293564280394|13.884361934170148
0617|T1556|Kulltorp|57.26218321196974|13.787048721497168
0617|T1604|Nissafors|57.40973949190251|13.635651795888235
0617|T1714|Törestorp|57.29800232120942|13.851174563884753
0642|T5380|Mullsjö|57.91773055312808|13.878383564044755
0642|T5408|Sandhem|57.98677926479067|13.770214423126111
0643|T5228|Fagerhult|58.00055699960633|14.123813546113292
0643|T5252|Furusjö|57.92857999475084|13.96056487970184
0643|T5284|Habo|57.90662659894605|14.08563515515807
0643|T1534|Rödån|58.06400249833867|14.192106738637074
0662|T1400|Anderstorp|57.2798878583492|13.634355033886129
0662|T1440|Broaryd|57.119952291031055|13.259493709009753
0662|T1452|Burseryd|57.200848209625036|13.28527026587778
0662|T1484|Gislaved|57.299628154588376|13.563583585568296
0662|T1504|Hestra|57.446137141516296|13.594287952347317
0662|T1624|Reftele|57.17487858900228|13.595124247492674
0662|T1652|Skeppshult|57.12352243201481|13.376265351569353
0662|T1664|Smålandsstenar|57.16088542134523|13.406740041024202
0665|T1426|Bondstorp|57.58978887982544|13.922437456899496
0665|T1516|Hok|57.51499185390613|14.275894194013512
0665|T1552|Klevshult|57.350963083043446|14.097165707691062
0665|T1656|Skillingaryd|57.43484719947947|14.089287606658068
0665|T1720|Vaggeryd|57.4938809074196|14.135901432947454
0680|T1412|Bankeryd|57.858536410285026|14.123019809032407
0680|T1432|Bottnaryd|57.77185978055159|13.826301069229176
0680|T1486|Bosgård, Rudu och Gissebo|57.84260887873382|14.275127192881962
0680|T1500|Gränna|58.02256231540251|14.465547337681667
0680|T1544|Jönköping|57.780384012301354|14.260752763836619
0680|T1548|Kaxholmen|57.85435412549493|14.311523158210303
0680|T1554|Kortebo|57.81638531283801|14.147457476916909
0680|T1576|Lekeryd|57.772061910878634|14.41859904332858
0680|T1612|Barnarp och Odensjö|57.70744053791274|14.1757796120167
0680|T1628|Ryd|57.72358467993648|13.868832324557362
0680|T1660|Skärstad|57.886495342948166|14.365315526384562
0680|T1692|Taberg|57.6781486384743|14.099510742108878
0680|T1696|Tenhult|57.707598805281265|14.322097266000403
0680|T1708|Tunnerstad|58.05204766169564|14.343813449885149
0680|T1742|Öggestorp|57.72238213333488|14.383166306546922
0680|T1448|Ölmstad|57.92508904248156|14.397759249635332
0680|T1748|Örserum|58.00661758360067|14.57748196441839
0682|T1408|Anneberg|57.72413524794487|14.803049042728821
0682|T1424|Bodafors|57.504626840111946|14.702252001831305
0682|T1468|Forserum|57.70041756277913|14.470015084424553
0682|T1476|Fredriksdal|57.6161942951395|14.598929458441708
0682|T1492|Grimstorp|57.558181803385274|14.698322209130215
0682|T1584|Malmbäck|57.57672892912325|14.46025970622234
0682|T1608|Nässjö|57.652856567432075|14.704842692689798
0682|T1614|Ormaryd|57.66535867442946|14.831376655705148
0682|T1668|Solberga|57.73317029360495|14.746709281185256
0682|T1676|Stensjön|57.58104753578445|14.81815426464085
0682|T1740|Äng|57.69405573950688|14.5662134277446
0683|T1428|Bor|57.11288793159318|14.1672135551307
0683|T1436|Bredaryd|57.17428117990311|13.737595574069719
0683|T1472|Forsheda|57.16369690258457|13.839882145876956
0683|T1524|Horda|57.037506768264436|14.257473606060996
0683|T1532|Hånger|57.075674727415965|13.973132286333087
0683|T1564|Kärda|57.170627256747075|13.922953131648379
0683|T1572|Lanna|57.218734087589155|13.777511858878485
0683|T1632|Rydaholm|56.98394650307625|14.307806077758636
0683|T1712|Tånnö|57.095415907635356|14.045174470700807
0683|T1732|Värnamo|57.18176103672191|14.058499108653566
0683|T1736|Åminne|57.12450382487007|14.009045190303326
0684|T1636|Rörvik|57.23810188646539|14.577197563851572
0684|T1680|Stockaryd|57.31776878748589|14.59200685941764
0684|T1688|Sävsjö|57.39796539540737|14.666926341795506
0684|T1728|Vrigstad|57.353773097227496|14.47558518341113
0685|T1420|Björköby|57.51763518172302|14.905295220691443
0685|T1456|Ekenässjön|57.488115403199856|15.022518643156207
0685|T1520|Holsbybrunn|57.43587847247077|15.204277989401826
0685|T1752|Korsberga|57.30245902897328|15.125186336097652
0685|T1560|Kvillsfors|57.40529098241028|15.502416169522775
0685|T1568|Landsbro|57.368858535407284|14.901904681003986
0685|T1600|Myresjö|57.384558060513655|14.964720500999187
0685|T1606|Nye|57.34307412593415|15.275720875253722
0685|T1620|Pauliström|57.469114743407154|15.507026162550964
0685|T1644|Sjunnen|57.43578985292766|15.173495912174381
0685|T1648|Skede|57.46825109443612|15.175516891927796
0685|T1724|Vetlanda|57.42189881422115|15.077940321266501
0686|T1444|Bruzaholm|57.6418217285474|15.268835701395313
0686|T1460|Eksjö|57.66466908494015|14.974857846500024
0686|T1512|Hjältevad|57.62729192526878|15.341582890582545
0686|T1528|Hult|57.64112552188349|15.128895796174707
0686|T1540|Ingatorp|57.63746212440422|15.413213587944247
0686|T1588|Mariannelund|57.61487686509966|15.572862737396292
0687|T1496|Gripenberg|57.99269411754458|14.854772955861996
0687|T1536|Hätte, Seglarvik och Sandvik|58.03577097566948|15.027739086435892
0687|T1672|Sommen|58.128894887017196|14.968690921245628
0687|T1700|Tranås|58.03221466282768|14.974972955012054
0760|T1804|Alstermo|56.97294995828246|15.657280426618936
0760|T1912|Lenhovda|56.99531801354317|15.28555485093124
0760|T1948|Norrhult-Klavreström|57.12859774861661|15.15766915898643
0760|T2036|Åseda|57.16812779281807|15.350980114655803
0760|T2040|Älghult|57.00928170605301|15.57481732362395
0761|T1876|Hovmantorp|56.78634242708745|15.125573775275297
0761|T1896|Kosta|56.84330916232402|15.396178790156053
0761|T1916|Lessebo|56.753048478778815|15.272021440228073
0761|T1976|Skruv|56.67646255734893|15.365898067831935
0763|T1892|Konga|56.49595624165378|15.121347967762198
0763|T1932|Linneryd|56.661221737596314|15.135989665039395
0763|T1960|Ryd|56.462734569312275|14.69255340339042
0763|T1968|Rävemåla|56.557006746366774|15.2642686499001
0763|T1992|Tingsryd|56.52764635515031|14.975014396175107
0763|T2004|Urshult|56.53070694492995|14.801659609853658
0763|T2020|Väckelsång|56.641314874734974|14.917007841470724
0764|T1808|Alvesta|56.90110942686702|14.552855092604688
0764|T1860|Grimslöv|56.736968948629176|14.543935436814428
0764|T1872|Hjortsberga|56.914933838111125|14.453043761221421
0764|T1944|Moheda|57.00408000221499|14.5733853597453
0764|T1996|Torpsbruk|57.032428163341|14.569600663389197
0764|T2012|Vislanda|56.78726612478731|14.44738981946899
0765|T1832|Diö|56.64301101424471|14.225308196142798
0765|T1840|Eneryda|56.70378557261968|14.338387136225133
0765|T1920|Liatorp|56.66403442967877|14.269939826180428
0765|T2048|Älmhult|56.55151176565287|14.135058451943415
0767|T1940|Markaryd|56.451101825494504|13.586952171278842
0767|T1980|Strömsnäsbruk|56.541277915687736|13.729236086272234
0767|T2000|Traryd|56.5786418711903|13.74916259274605
0780|T1820|Braås|57.061130385993806|15.054032901673732
0780|T1852|Furuby|56.85236862743594|15.034137740636295
0780|T1856|Gemla|56.85138299790359|14.626297249058892
0780|T1884|Ingelstad|56.746973390519905|14.914714864873975
0780|T1908|Lammhult|57.17073620180988|14.579885198005346
0780|T1952|Nöbbele|56.68741862249995|15.026038149394044
0780|T1956|Rottne|57.02219969918291|14.894913147491337
0780|T2002|Tävelsås|56.76780825671592|14.822251411359684
0780|T2024|Växjö|56.88903280821128|14.802801711975158
0780|T2028|Åby|57.02400228781248|14.776242940957909
0780|T2032|Åryd|56.82762143974717|14.979370283469944
0781|T1812|Angelstad|56.82800349560607|13.759806033285816
0781|T1900|Kånna|56.78046932508989|13.905122505389777
0781|T1904|Lagan|56.91554887258408|13.991576536625889
